layer,uniprot,n,n_actives,n_decoys,source_n,source_n_actives,source_n_decoys,sampling_seed,status,reason,smina_n_scored,smina_coverage,smina_sample_failure_last_auroc,smina_sample_failure_last_ef1,smina_sample_failure_last_top_n,smina_sample_failure_last_top_active_expected,smina_scored_only_auroc,smina_scored_only_ef1,smina_scored_only_top_n,smina_scored_only_top_active_expected,pre_min_interaction_n_scored,pre_min_interaction_coverage,pre_min_interaction_sample_failure_last_auroc,pre_min_interaction_sample_failure_last_ef1,pre_min_interaction_sample_failure_last_top_n,pre_min_interaction_sample_failure_last_top_active_expected,pre_min_interaction_scored_only_auroc,pre_min_interaction_scored_only_ef1,pre_min_interaction_scored_only_top_n,pre_min_interaction_scored_only_top_active_expected,interaction_n_scored,interaction_coverage,interaction_sample_failure_last_auroc,interaction_sample_failure_last_ef1,interaction_sample_failure_last_top_n,interaction_sample_failure_last_top_active_expected,interaction_scored_only_auroc,interaction_scored_only_ef1,interaction_scored_only_top_n,interaction_scored_only_top_active_expected,composite_n_scored,composite_coverage,composite_sample_failure_last_auroc,composite_sample_failure_last_ef1,composite_sample_failure_last_top_n,composite_sample_failure_last_top_active_expected,composite_scored_only_auroc,composite_scored_only_ef1,composite_scored_only_top_n,composite_scored_only_top_active_expected
L2,P17931,250,5,245,45849,899,44950,2296935252863578244,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P18031,250,5,245,13158,258,12900,13031369799772897442,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P18054,250,5,245,1785,35,1750,264466224878758627,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P18825,250,5,245,6375,125,6250,17107750381622897996,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P19099,250,5,245,765,15,750,8892334716728002015,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P20309,250,5,245,1275,25,1250,14277209186530066382,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P20618,250,5,245,3723,73,3650,10040917620243251481,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P20831,250,5,245,1581,31,1550,5994822360534056325,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P21397,250,5,245,1836,36,1800,16019097935711694625,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P21554,250,5,245,2703,53,2650,12165650089340552897,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P21589,250,5,245,8721,171,8550,2027529300384867013,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P21728,250,5,245,1020,20,1000,6180397163963853354,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P21802,250,5,245,24684,484,24200,2159468752593362699,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P22303,250,5,245,10251,201,10050,6146716785556452812,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P22413,250,5,245,26724,524,26200,8012088567462759857,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P22455,250,5,245,5916,116,5800,330189500882071315,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P22518,250,5,245,561,11,550,12769351989754933755,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P22607,250,5,245,19584,384,19200,15535239460679300602,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P22748,250,5,245,867,17,850,6092849524623342632,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P22894,250,5,245,765,15,750,293832569477840859,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P23458,250,5,245,31722,622,31100,15046327477757923428,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P23467,250,5,245,3927,77,3850,6112557606066176441,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P23921,250,5,245,510,10,500,5539292918051868210,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P23946,250,5,245,3621,71,3550,4313460274710245720,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P23975,250,5,245,918,18,900,11145873419108804445,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P23977,250,5,245,1020,20,1000,15952140706844317695,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P24941,250,5,245,83079,1629,81450,2030765929133134971,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P25440,250,5,245,1632,32,1600,8457182135706640119,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P25774,250,5,245,1683,33,1650,8342023350117446188,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P27338,250,5,245,6324,124,6200,13392271124176794555,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P27487,250,5,245,5916,116,5800,14150701859026146950,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P28062,250,5,245,1224,24,1200,13168155702484903792,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P28065,250,5,245,1377,27,1350,6250252103117278802,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P28074,250,5,245,16575,325,16250,13252941424988805418,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P28335,250,5,245,15096,296,14800,18131050813457449842,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P28482,250,5,245,33915,665,33250,4237391999017615472,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P28647,250,5,245,561,11,550,6671121238712806443,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P28845,250,5,245,765,15,750,547723798859546841,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P28907,250,5,245,8466,166,8300,866130017573954196,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P29274,250,5,245,39627,777,38850,2515865181154225711,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P29275,250,5,245,18258,358,17900,14079535668109849909,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P29375,250,5,245,2397,47,2350,16641761642946175863,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P29466,250,5,245,1071,21,1050,2924243406712930583,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P29597,250,5,245,69972,1372,68600,17082731812731865155,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P30291,250,5,245,6069,119,5950,3675247105889692685,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P30530,250,5,245,47328,928,46400,3706967541651758151,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P30542,250,5,245,5814,114,5700,4626692568561543422,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P30559,250,5,245,561,11,550,14766886391324707449,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P31153,250,5,245,27642,542,27100,22671981761500091,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P31391,250,5,245,5100,100,5000,7619859373569443063,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P31639,250,5,245,612,12,600,15003916330961913836,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P31644,250,5,245,18309,359,17950,1113969134307900496,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P31645,250,5,245,5559,109,5450,15348703573411250842,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P31652,250,5,245,2499,49,2450,2733895657387003607,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P31749,250,5,245,10863,213,10650,9741060314579381336,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P31751,250,5,245,6018,118,5900,8970142574036333432,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P32245,250,5,245,10608,208,10400,13004613163058407952,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P32297,250,5,245,612,12,600,8624627735120166331,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P33533,250,5,245,1377,27,1350,12299619991694197548,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P33535,250,5,245,2142,42,2100,14387224068555084120,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P33981,250,5,245,2499,49,2450,11341502557354450736,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P34903,250,5,245,3315,65,3250,9503059459739143827,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P34913,250,5,245,3162,62,3100,12264287471864021747,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P34914,250,5,245,10098,198,9900,14112790819277614123,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P34947,250,5,245,2244,44,2200,11673682980846292275,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P34972,250,5,245,3213,63,3150,4839872738032690264,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P35218,250,5,245,867,17,850,17811282997754711995,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P35354,250,5,245,5049,99,4950,1770157441280708730,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P35367,250,5,245,1734,34,1700,8971473367048753703,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P35372,250,5,245,10047,197,9850,10061620227878594001,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P35408,250,5,245,2448,48,2400,14379700316803129034,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P35916,250,5,245,3621,71,3550,11140667564306843161,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P35968,250,5,245,47277,927,46350,1858298940353224914,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P36544,250,5,245,1071,21,1050,12951766324361328702,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P36776,250,5,245,4488,88,4400,18195028446558865454,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P36888,250,5,245,25806,506,25300,14047146178822475714,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P36897,250,5,245,14127,277,13850,9447226883343475557,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P37023,250,5,245,816,16,800,2254166540724834276,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P39900,250,5,245,4233,83,4150,280697111029556589,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P40261,250,5,245,663,13,650,15202253486334365006,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P40337,250,5,245,1122,22,1100,9981431363519775366,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P40763,250,5,245,2550,50,2500,14520447719001648155,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P41143,250,5,245,4692,92,4600,16922421594253645997,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P41144,250,5,245,765,15,750,13409308526406592218,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P41145,250,5,245,26826,526,26300,1460055777053687807,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P41146,250,5,245,2754,54,2700,11855510949854117517,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P41182,250,5,245,20706,406,20300,8281216109630295815,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P41240,250,5,245,8874,174,8700,15025249453218066687,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P41594,250,5,245,1326,26,1300,8461871899758847194,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P41595,250,5,245,2499,49,2450,2444327930969041242,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P42330,250,5,245,3927,77,3850,14574232869392788587,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P42336,250,5,245,43554,854,42700,16526101187019469481,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P42338,250,5,245,6120,120,6000,16974834553329083693,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P42345,250,5,245,4080,80,4000,177145128252505733,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P43116,250,5,245,1632,32,1600,5195103261273669948,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P43166,250,5,245,1989,39,1950,12030863631203087647,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P43235,250,5,245,561,11,550,6721335010311847304,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P43405,250,5,245,5304,104,5200,6051173408357006759,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P43490,250,5,245,24582,482,24100,6285671643735688622,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P43681,250,5,245,561,11,550,8579316395116177394,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P45452,250,5,245,1785,35,1750,13497316173459501329,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P45983,250,5,245,1428,28,1400,16310602216095080443,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P45984,250,5,245,2754,54,2700,12920801668132476899,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P47205,250,5,245,7497,147,7350,950904321173885250,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P47869,250,5,245,9384,184,9200,13826076266153989267,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P47989,250,5,245,714,14,700,7446210710647846029,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P48039,250,5,245,612,12,600,11349498892974620636,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P48729,250,5,245,6834,134,6700,14882554613299517604,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P48730,250,5,245,7344,144,7200,106111681128453782,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P48735,250,5,245,1479,29,1450,7312166402163649039,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P48736,250,5,245,11373,223,11150,8162964504041600121,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P49137,250,5,245,663,13,650,5131191303617840071,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P49286,250,5,245,663,13,650,12008979008947529829,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P49327,250,5,245,561,11,550,4979688414455946081,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P49336,250,5,245,1785,35,1750,48700635593224764,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P49674,250,5,245,663,13,650,13211385606832227927,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P49759,250,5,245,6834,134,6700,10443795513089400217,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P49760,250,5,245,13107,257,12850,17876188330546090039,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P49761,250,5,245,7038,138,6900,13989494112138186621,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P49840,250,5,245,80580,1580,79000,562140177573289555,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P49841,250,5,245,71757,1407,70350,17175510516983781376,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P50053,250,5,245,48144,944,47200,7243468774494059997,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P50406,250,5,245,2856,56,2800,16291612566584427120,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P50613,250,5,245,8925,175,8750,16900297160569961445,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P50750,250,5,245,9792,192,9600,11424716130217857700,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P51449,250,5,245,2448,48,2400,11577421460981457739,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P51531,250,5,245,4692,92,4600,9048981913808384987,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P51532,250,5,245,4182,82,4100,2783754936406297011,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P51617,250,5,245,2193,43,2150,6186934965144945035,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P51813,250,5,245,2142,42,2100,1337128737132622209,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P52333,250,5,245,36975,725,36250,8789124616024672854,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P52895,250,5,245,612,12,600,6863298678454287852,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P53350,250,5,245,5457,107,5350,5926459505201142792,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P53396,250,5,245,3009,59,2950,10893016921484199280,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P53634,250,5,245,21165,415,20750,13115191250495430843,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P53667,250,5,245,3162,62,3100,15375060863387469571,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P53671,250,5,245,3366,66,3300,4782560117814050770,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P53779,250,5,245,3315,65,3250,11821310535213642480,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P54646,250,5,245,714,14,700,2132946230180196429,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P55055,250,5,245,612,12,600,491764220131053142,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P56373,250,5,245,1377,27,1350,6215162804272885582,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P56524,250,5,245,867,17,850,9432188509062104657,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P56817,250,5,245,17952,352,17600,15722719694249268923,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P61073,250,5,245,2652,52,2600,164054297541768995,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P61964,250,5,245,2601,51,2550,15451007001856106310,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P62813,250,5,245,4386,86,4300,11111871172506177353,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P62937,250,5,245,5151,101,5050,13167805312893813105,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P68400,250,5,245,11271,221,11050,18212783359465992263,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P69996,250,5,245,561,11,550,15690607129314005087,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P78527,250,5,245,32232,632,31600,3430129190349008118,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P79208,250,5,245,1326,26,1300,1839303519425938272,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P80192,250,5,245,2958,58,2900,16051549718163635501,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P80457,250,5,245,1581,31,1550,12757842799106535916,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P81908,250,5,245,7038,138,6900,6815999887486477338,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P97321,250,5,245,2346,46,2300,5974779826207640765,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P97612,250,5,245,612,12,600,5560083295237139465,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P98170,250,5,245,10710,210,10500,2228662053930977174,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P9WGR1,250,5,245,612,12,600,17315266344715868469,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q00534,250,5,245,55641,1091,54550,4044635185450880713,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q00535,250,5,245,2040,40,2000,15534228536251758812,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q00536,250,5,245,1734,34,1700,17761813073803143950,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q00960,250,5,245,3519,69,3450,4668717686024673491,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q00987,250,5,245,3315,65,3250,9441832071642215398,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q01064,250,5,245,35394,694,34700,7197999872685548621,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q01959,250,5,245,1275,25,1250,9399320787859233804,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q02127,250,5,245,5508,108,5400,4393959589438758696,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q02750,250,5,245,663,13,650,6993669430632418292,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q02769,250,5,245,2397,47,2350,5638788679682682885,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q03111,250,5,245,5100,100,5000,9707449379455019005,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q04609,250,5,245,5151,101,5050,5935724070012226135,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q04759,250,5,245,1887,37,1850,11940327566837817440,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q04771,250,5,245,2040,40,2000,3029003104335337666,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q04828,250,5,245,918,18,900,6834071210761439301,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q05397,250,5,245,18819,369,18450,17991346813072143325,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q05941,250,5,245,714,14,700,4459479202219454790,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q06124,250,5,245,24837,487,24350,7328564686758594613,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q06187,250,5,245,49827,977,48850,8053537021507231991,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
