layer,uniprot,n,n_actives,n_decoys,source_n,source_n_actives,source_n_decoys,target_dir,status,reason,pocket_source,n_chunks,sampling_seed,seed_base,lane,sampled_from_n,previous_target_dir,n_cached_scores,n_cached_poses
L2,Q00987,30,5,25,3315,65,3250,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q00987,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q00987/Q00987_pocket.lmdb,3,12750320614589788450,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q00987,0,0
L2,Q01064,30,5,25,35394,694,34700,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q01064,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q01064/Q01064_pocket.lmdb,3,16384424443666572109,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q01064,0,0
L2,Q01959,30,5,25,1275,25,1250,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q01959,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q01959/Q01959_pocket.lmdb,3,325875837702763802,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q01959,0,0
L2,Q02127,30,5,25,5508,108,5400,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q02127,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q02127/Q02127_pocket.lmdb,3,4053857797231309338,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q02127,0,0
L2,Q02750,30,5,25,663,13,650,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q02750,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q02750/Q02750_pocket.lmdb,3,365646781881298421,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q02750,0,0
L2,Q02769,30,5,25,2397,47,2350,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q02769,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q02769/Q02769_pocket.lmdb,3,12054158817510901105,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q02769,0,0
L2,Q03111,30,5,25,5100,100,5000,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q03111,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q03111/Q03111_pocket.lmdb,3,7688536045109922558,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q03111,0,0
L2,Q04609,30,5,25,5151,101,5050,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q04609,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q04609/Q04609_pocket.lmdb,3,8343145547623373297,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q04609,0,0
L2,Q04759,30,5,25,1887,37,1850,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q04759,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q04759/Q04759_pocket.lmdb,3,2987785816988903098,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q04759,0,0
L2,Q04771,30,5,25,2040,40,2000,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q04771,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q04771/Q04771_pocket.lmdb,3,1973350137420125087,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q04771,0,0
L2,Q04828,30,5,25,918,18,900,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q04828,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q04828/Q04828_pocket.lmdb,3,15845407219178826248,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q04828,0,0
L2,Q05397,30,5,25,18819,369,18450,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q05397,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q05397/Q05397_pocket.lmdb,3,5390288320797281915,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q05397,0,0
L2,Q05941,30,5,25,714,14,700,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q05941,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q05941/Q05941_pocket.lmdb,3,14828516866459395967,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q05941,0,0
L2,Q06124,30,5,25,24837,487,24350,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q06124,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q06124/Q06124_pocket.lmdb,3,14426871759474854105,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q06124,0,0
L2,Q06187,30,5,25,49827,977,48850,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q06187,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q06187/Q06187_pocket.lmdb,3,17258128663663940584,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q06187,0,0
L2,Q06418,30,5,25,41412,812,40600,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q06418,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q06418/Q06418_pocket.lmdb,3,30672171162069037,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q06418,0,0
L2,Q07343,30,5,25,9588,188,9400,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q07343,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q07343/Q07343_pocket.lmdb,3,9485312397993871938,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q07343,0,0
L2,Q07817,30,5,25,19227,377,18850,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q07817,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q07817/Q07817_pocket.lmdb,3,13886890162563323222,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q07817,0,0
L2,Q07820,30,5,25,5457,107,5350,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q07820,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q07820/Q07820_pocket.lmdb,3,8195580491626892442,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q07820,0,0
L2,Q07889,30,5,25,30141,591,29550,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q07889,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q07889/Q07889_pocket.lmdb,3,6215123420660654212,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q07889,0,0
L2,Q08210,30,5,25,3366,66,3300,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q08210,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q08210/Q08210_pocket.lmdb,3,1485399850677002941,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q08210,0,0
L2,Q08345,30,5,25,17238,338,16900,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q08345,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q08345/Q08345_pocket.lmdb,3,15399305349186345052,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q08345,0,0
L2,Q08499,30,5,25,10914,214,10700,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q08499,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q08499/Q08499_pocket.lmdb,3,5786543667150885904,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q08499,0,0
L2,Q09472,30,5,25,5712,112,5600,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q09472,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q09472/Q09472_pocket.lmdb,3,4629721508547747317,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q09472,0,0
L2,Q12851,30,5,25,1071,21,1050,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q12851,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q12851/Q12851_pocket.lmdb,3,5582248024088530657,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q12851,0,0
L2,Q12866,30,5,25,44625,875,43750,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q12866,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q12866/Q12866_pocket.lmdb,3,12369249282963246767,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q12866,0,0
L2,Q12879,30,5,25,612,12,600,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q12879,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q12879/Q12879_pocket.lmdb,3,18417419735217384875,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q12879,0,0
L2,Q12884,30,5,25,6222,122,6100,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q12884,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q12884/Q12884_pocket.lmdb,3,13149965595221370600,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q12884,0,0
L2,Q12931,30,5,25,561,11,550,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q12931,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q12931/Q12931_pocket.lmdb,3,12100867779691489744,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q12931,0,0
L2,Q13043,30,5,25,765,15,750,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q13043,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q13043/Q13043_pocket.lmdb,3,4591766774095366613,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q13043,0,0
L2,Q13085,30,5,25,1173,23,1150,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q13085,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q13085/Q13085_pocket.lmdb,3,2896323496260897270,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q13085,0,0
L2,Q13133,30,5,25,561,11,550,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q13133,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q13133/Q13133_pocket.lmdb,3,16006327045456829358,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q13133,0,0
L2,Q13153,30,5,25,816,16,800,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q13153,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q13153/Q13153_pocket.lmdb,3,3427583775725107718,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q13153,0,0
L2,Q13164,30,5,25,765,15,750,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q13164,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q13164/Q13164_pocket.lmdb,3,16850017447953216245,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q13164,0,0
L2,Q13224,30,5,25,2142,42,2100,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q13224,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q13224/Q13224_pocket.lmdb,3,11082241514278840973,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q13224,0,0
L2,Q13315,30,5,25,11016,216,10800,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q13315,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q13315/Q13315_pocket.lmdb,3,7124565148040144549,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q13315,0,0
L2,Q13451,30,5,25,1428,28,1400,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q13451,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q13451/Q13451_pocket.lmdb,3,13293446557578171617,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q13451,0,0
L2,Q13464,30,5,25,9333,183,9150,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q13464,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q13464/Q13464_pocket.lmdb,3,2569285555469657251,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q13464,0,0
L2,Q13489,30,5,25,10761,211,10550,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q13489,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q13489/Q13489_pocket.lmdb,3,9708000314835371103,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q13489,0,0
L2,Q13490,30,5,25,10761,211,10550,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q13490,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q13490/Q13490_pocket.lmdb,3,2001498191913751300,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q13490,0,0
L2,Q13526,30,5,25,714,14,700,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q13526,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q13526/Q13526_pocket.lmdb,3,18117259923188408463,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q13526,0,0
L2,Q13546,30,5,25,29988,588,29400,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q13546,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q13546/Q13546_pocket.lmdb,3,18434251826504091631,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q13546,0,0
L2,Q13547,30,5,25,53244,1044,52200,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q13547,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q13547/Q13547_pocket.lmdb,3,6883758193148950418,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q13547,0,0
L2,Q13627,30,5,25,23562,462,23100,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q13627,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q13627/Q13627_pocket.lmdb,3,11173340499456444352,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q13627,0,0
L2,Q13822,30,5,25,10047,197,9850,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q13822,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q13822/Q13822_pocket.lmdb,3,469356156246949425,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q13822,0,0
L2,Q13946,30,5,25,4743,93,4650,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q13946,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q13946/Q13946_pocket.lmdb,3,8908777918577427912,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q13946,0,0
L2,Q14004,30,5,25,2142,42,2100,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q14004,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q14004/Q14004_pocket.lmdb,3,496859780139871276,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q14004,0,0
L2,Q14145,30,5,25,6324,124,6200,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q14145,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q14145/Q14145_pocket.lmdb,3,1375260533410607413,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q14145,0,0
L2,Q14432,30,5,25,2397,47,2350,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q14432,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q14432/Q14432_pocket.lmdb,3,3081852413973702743,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q14432,0,0
L2,Q14524,30,5,25,1836,36,1800,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q14524,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q14524/Q14524_pocket.lmdb,3,14023764491602819635,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q14524,0,0
L2,Q14833,30,5,25,8721,171,8550,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q14833,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q14833/Q14833_pocket.lmdb,3,15671808112288822886,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q14833,0,0
L2,Q14994,30,5,25,1122,22,1100,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q14994,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q14994/Q14994_pocket.lmdb,3,4294790109904772203,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q14994,0,0
L2,Q15059,30,5,25,1887,37,1850,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q15059,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q15059/Q15059_pocket.lmdb,3,13594882173064067269,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q15059,0,0
L2,Q15118,30,5,25,867,17,850,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q15118,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q15118/Q15118_pocket.lmdb,3,5675534561007976623,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q15118,0,0
L2,Q15119,30,5,25,5712,112,5600,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q15119,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q15119/Q15119_pocket.lmdb,3,15285737276977787662,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q15119,0,0
L2,Q15125,30,5,25,9027,177,8850,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q15125,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q15125/Q15125_pocket.lmdb,3,17772391960045904868,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q15125,0,0
L2,Q15561,30,5,25,19686,386,19300,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q15561,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q15561/Q15561_pocket.lmdb,3,8954252890540784446,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q15561,0,0
L2,Q15858,30,5,25,33660,660,33000,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q15858,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q15858/Q15858_pocket.lmdb,3,15571107856604660678,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q15858,0,0
L2,Q15910,30,5,25,37485,735,36750,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q15910,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q15910/Q15910_pocket.lmdb,3,17702766138015533801,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q15910,0,0
L2,Q16288,30,5,25,8466,166,8300,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q16288,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q16288/Q16288_pocket.lmdb,3,700647782394778177,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q16288,0,0
L2,Q16539,30,5,25,1887,37,1850,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q16539,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q16539/Q16539_pocket.lmdb,3,10139746756630664686,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q16539,0,0
L2,Q16552,30,5,25,13362,262,13100,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q16552,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q16552/Q16552_pocket.lmdb,3,9309719392100233082,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q16552,0,0
L2,Q16584,30,5,25,4743,93,4650,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q16584,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q16584/Q16584_pocket.lmdb,3,15299302618839058121,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q16584,0,0
L2,Q16602,30,5,25,1224,24,1200,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q16602,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q16602/Q16602_pocket.lmdb,3,5122109756591158693,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q16602,0,0
L2,Q16620,30,5,25,9588,188,9400,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q16620,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q16620/Q16620_pocket.lmdb,3,1036589880324671266,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q16620,0,0
L2,Q16678,30,5,25,1581,31,1550,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q16678,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q16678/Q16678_pocket.lmdb,3,18326747236174310453,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q16678,0,0
L2,Q16740,30,5,25,1632,32,1600,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q16740,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q16740/Q16740_pocket.lmdb,3,5538152517518888552,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q16740,0,0
L2,Q16769,30,5,25,3417,67,3350,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q16769,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q16769/Q16769_pocket.lmdb,3,13586034539357798119,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q16769,0,0
L2,Q16790,30,5,25,12750,250,12500,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q16790,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q16790/Q16790_pocket.lmdb,3,5220853399652010154,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q16790,0,0
L2,Q16873,30,5,25,561,11,550,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q16873,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q16873/Q16873_pocket.lmdb,3,2045814318246284570,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q16873,0,0
L2,Q2M2I8,30,5,25,3213,63,3150,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q2M2I8,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q2M2I8/Q2M2I8_pocket.lmdb,3,791311425914349435,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q2M2I8,0,0
L2,Q32ZE1,30,5,25,7650,150,7500,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q32ZE1,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q32ZE1/Q32ZE1_pocket.lmdb,3,8836339491289124501,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q32ZE1,0,0
L2,Q3TBT3,30,5,25,714,14,700,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q3TBT3,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q3TBT3/Q3TBT3_pocket.lmdb,3,7855139445548093087,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q3TBT3,0,0
L2,Q460N5,30,5,25,1224,24,1200,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q460N5,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q460N5/Q460N5_pocket.lmdb,3,3911922149568965166,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q460N5,0,0
L2,Q58F21,30,5,25,1989,39,1950,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/Q58F21,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/Q58F21/Q58F21_pocket.lmdb,3,7572526163218032203,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/Q58F21,0,0
