layer,uniprot,n,n_actives,n_decoys,source_n,source_n_actives,source_n_decoys,sampling_seed,status,reason,smina_n_scored,smina_coverage,smina_sample_failure_last_auroc,smina_sample_failure_last_ef1,smina_sample_failure_last_top_n,smina_sample_failure_last_top_active_expected,smina_scored_only_auroc,smina_scored_only_ef1,smina_scored_only_top_n,smina_scored_only_top_active_expected,pre_min_interaction_n_scored,pre_min_interaction_coverage,pre_min_interaction_sample_failure_last_auroc,pre_min_interaction_sample_failure_last_ef1,pre_min_interaction_sample_failure_last_top_n,pre_min_interaction_sample_failure_last_top_active_expected,pre_min_interaction_scored_only_auroc,pre_min_interaction_scored_only_ef1,pre_min_interaction_scored_only_top_n,pre_min_interaction_scored_only_top_active_expected,interaction_n_scored,interaction_coverage,interaction_sample_failure_last_auroc,interaction_sample_failure_last_ef1,interaction_sample_failure_last_top_n,interaction_sample_failure_last_top_active_expected,interaction_scored_only_auroc,interaction_scored_only_ef1,interaction_scored_only_top_n,interaction_scored_only_top_active_expected,composite_n_scored,composite_coverage,composite_sample_failure_last_auroc,composite_sample_failure_last_ef1,composite_sample_failure_last_top_n,composite_sample_failure_last_top_active_expected,composite_scored_only_auroc,composite_scored_only_ef1,composite_scored_only_top_n,composite_scored_only_top_active_expected
L1,Q8NER1,30,5,25,510,10,500,3322555214095093940,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q8R4B8,30,5,25,1020,20,1000,10993594792556560770,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q8TF76,30,5,25,663,13,650,7764417680471051741,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q8WUI4,30,5,25,867,17,850,16871033680309729287,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q92769,30,5,25,6477,127,6350,15840092011835208852,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q92793,30,5,25,612,12,600,13802899949484950735,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q92918,30,5,25,8211,161,8050,7655219044387752949,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q93009,30,5,25,816,16,800,4982899621636176487,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q969S8,30,5,25,1938,38,1900,10240453807202930716,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q96EB6,30,5,25,561,11,550,16457790516784248990,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q96GD4,30,5,25,1224,24,1200,3385603945263049981,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q96KQ7,30,5,25,1530,30,1500,6822392198312134561,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q96LA8,30,5,25,612,12,600,17198546515273859925,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q96MU7,30,5,25,561,11,550,16088756624986798788,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q96P20,30,5,25,1224,24,1200,16706703892948362516,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q96RI1,30,5,25,663,13,650,4215948241992586043,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q96S37,30,5,25,1224,24,1200,6211593097428052812,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q99640,30,5,25,2295,45,2250,12117220382952394643,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q99683,30,5,25,816,16,800,17459863850474922267,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q99685,30,5,25,561,11,550,11307257914282279091,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q99720,30,5,25,3213,63,3150,6357327652589174503,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q99873,30,5,25,1734,34,1700,9559775990509749307,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9BUB5,30,5,25,663,13,650,15398721480558530881,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9BV86,30,5,25,714,14,700,11112165683406086931,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9BWU1,30,5,25,918,18,900,8387208199513353972,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9BY41,30,5,25,5304,104,5200,16192517936080714204,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9C0B1,30,5,25,4131,81,4050,2847743125749613422,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9GZQ8,30,5,25,918,18,900,8846120320428224263,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9H2K2,30,5,25,1734,34,1700,12584507031379290386,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9H999,30,5,25,1428,28,1400,2997255065701534640,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9H9B1,30,5,25,918,18,900,16441164147790676849,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9HBH9,30,5,25,612,12,600,17847059053956832245,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9NQS5,30,5,25,663,13,650,17456437427838827767,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9NWZ3,30,5,25,4641,91,4550,18167673114736919102,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9NXA8,30,5,25,663,13,650,17693686559110187104,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9NYV4,30,5,25,714,14,700,11433486480710498506,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9NZQ7,30,5,25,4335,85,4250,13161123841948757856,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9P1W9,30,5,25,1173,23,1150,5288636652663105984,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9P2K8,30,5,25,867,17,850,9728004125783667178,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UBF8,30,5,25,2193,43,2150,5465786881879033805,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UBN7,30,5,25,21726,426,21300,6573777954734948032,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UDY8,30,5,25,663,13,650,6412276052156122814,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UGL1,30,5,25,510,10,500,9053527980005018468,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UGN5,30,5,25,2040,40,2000,17211073938243544747,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UIQ6,30,5,25,1173,23,1150,18132849970254049138,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UKE5,30,5,25,663,13,650,16156576764566684555,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UKV0,30,5,25,867,17,850,14606471382129744781,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9ULX7,30,5,25,1224,24,1200,8250391479030653567,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UM73,30,5,25,2142,42,2100,3562575609382992545,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UQB9,30,5,25,510,10,500,3742533690509580856,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UQD0,30,5,25,765,15,750,1811660441046595976,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UQL6,30,5,25,1071,21,1050,11642988299452861054,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9WKE8,30,5,25,561,11,550,13319475061771004865,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9Y233,30,5,25,2142,42,2100,12823556239995628105,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9Y243,30,5,25,510,10,500,595636699516921893,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9Y2D0,30,5,25,3111,61,3050,14350534280857628349,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9Y2K2,30,5,25,1938,38,1900,9925369127211987394,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9Y2R2,30,5,25,612,12,600,6504852470603464926,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9Y463,30,5,25,1224,24,1200,2316645815256822459,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9Y5Y9,30,5,25,2091,41,2050,9830782285413045523,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9Y5Z0,30,5,25,11577,227,11350,10979702307018123091,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,C7C422,30,5,25,3723,73,3650,13733623024985999569,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,I6YFP0,30,5,25,561,11,550,5555275680785035591,complete,,30.0,1.0,0.576,6.0,1.0,1.0,0.576,6.0,1.0,1.0,30.0,1.0,0.944,6.0,1.0,1.0,0.944,6.0,1.0,1.0,30.0,1.0,0.72,0.0,1.0,0.0,0.72,0.0,1.0,0.0,30.0,1.0,0.664,0.0,1.0,0.0,0.664,0.0,1.0,0.0
L2,O00141,30,5,25,1734,34,1700,3100294880811292009,complete,,30.0,1.0,0.812,6.0,1.0,1.0,0.812,6.0,1.0,1.0,30.0,1.0,0.68,0.0,1.0,0.0,0.68,0.0,1.0,0.0,30.0,1.0,0.288,0.0,1.0,0.0,0.288,0.0,1.0,0.0,30.0,1.0,0.272,0.0,1.0,0.0,0.272,0.0,1.0,0.0
L2,O00255,30,5,25,20349,399,19950,9431865834933999585,complete,,30.0,1.0,0.784,6.0,1.0,1.0,0.784,6.0,1.0,1.0,30.0,1.0,0.544,6.0,1.0,1.0,0.544,6.0,1.0,1.0,30.0,1.0,0.872,6.0,1.0,1.0,0.872,6.0,1.0,1.0,30.0,1.0,0.76,6.0,1.0,1.0,0.76,6.0,1.0,1.0
L2,O00329,30,5,25,41769,819,40950,6372230871511690917,complete,,30.0,1.0,0.624,0.0,1.0,0.0,0.624,0.0,1.0,0.0,30.0,1.0,0.624,0.0,1.0,0.0,0.624,0.0,1.0,0.0,30.0,1.0,0.4,0.0,1.0,0.0,0.4,0.0,1.0,0.0,30.0,1.0,0.344,0.0,1.0,0.0,0.344,0.0,1.0,0.0
L2,O00444,30,5,25,1836,36,1800,18252040780080672644,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O00519,30,5,25,12444,244,12200,6523338372711882686,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O00763,30,5,25,2346,46,2300,18273854709946988529,complete,,30.0,1.0,0.504,6.0,1.0,1.0,0.504,6.0,1.0,1.0,30.0,1.0,0.808,6.0,1.0,1.0,0.808,6.0,1.0,1.0,30.0,1.0,0.544,0.0,1.0,0.0,0.544,0.0,1.0,0.0,30.0,1.0,0.464,0.0,1.0,0.0,0.464,0.0,1.0,0.0
L2,O14684,30,5,25,6375,125,6250,6904626556066895984,complete,,30.0,1.0,0.776,0.0,1.0,0.0,0.776,0.0,1.0,0.0,30.0,1.0,0.552,0.0,1.0,0.0,0.552,0.0,1.0,0.0,30.0,1.0,0.408,0.0,1.0,0.0,0.408,0.0,1.0,0.0,30.0,1.0,0.16,0.0,1.0,0.0,0.16,0.0,1.0,0.0
L2,O14733,30,5,25,816,16,800,13984379831342722510,complete,,30.0,1.0,0.656,0.0,1.0,0.0,0.656,0.0,1.0,0.0,30.0,1.0,0.36,0.0,1.0,0.0,0.36,0.0,1.0,0.0,30.0,1.0,0.288,0.0,1.0,0.0,0.288,0.0,1.0,0.0,30.0,1.0,0.456,0.0,1.0,0.0,0.456,0.0,1.0,0.0
L2,O14744,30,5,25,41514,814,40700,3429952067943699049,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O14757,30,5,25,9690,190,9500,8670172289591476702,complete,,30.0,1.0,0.544,0.0,1.0,0.0,0.544,0.0,1.0,0.0,30.0,1.0,0.424,0.0,1.0,0.0,0.424,0.0,1.0,0.0,30.0,1.0,0.2,0.0,1.0,0.0,0.2,0.0,1.0,0.0,30.0,1.0,0.224,0.0,1.0,0.0,0.224,0.0,1.0,0.0
L2,O14842,30,5,25,918,18,900,16065347407345155113,complete,,30.0,1.0,0.824,0.0,1.0,0.0,0.824,0.0,1.0,0.0,30.0,1.0,0.832,6.0,1.0,1.0,0.832,6.0,1.0,1.0,30.0,1.0,0.36,0.0,1.0,0.0,0.36,0.0,1.0,0.0,30.0,1.0,0.288,0.0,1.0,0.0,0.288,0.0,1.0,0.0
L2,O14965,30,5,25,2601,51,2550,5464330590050295316,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O14976,30,5,25,1683,33,1650,6707416594296168642,complete,,30.0,1.0,0.288,0.0,1.0,0.0,0.288,0.0,1.0,0.0,30.0,1.0,0.408,0.0,1.0,0.0,0.408,0.0,1.0,0.0,30.0,1.0,0.552,0.0,1.0,0.0,0.552,0.0,1.0,0.0,30.0,1.0,0.392,0.0,1.0,0.0,0.392,0.0,1.0,0.0
L2,O15151,30,5,25,561,11,550,13817177733314046350,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O15379,30,5,25,21063,413,20650,17516047925786624678,complete,,30.0,1.0,0.28,0.0,1.0,0.0,0.28,0.0,1.0,0.0,30.0,1.0,0.72,0.0,1.0,0.0,0.72,0.0,1.0,0.0,30.0,1.0,0.936,6.0,1.0,1.0,0.936,6.0,1.0,1.0,30.0,1.0,0.792,6.0,1.0,1.0,0.792,6.0,1.0,1.0
L2,O35678,30,5,25,510,10,500,12085124252595847062,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O43318,30,5,25,765,15,750,194825442528388961,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O43353,30,5,25,15147,297,14850,2359420023519267772,complete,,30.0,1.0,0.384,0.0,1.0,0.0,0.384,0.0,1.0,0.0,30.0,1.0,0.432,0.0,1.0,0.0,0.432,0.0,1.0,0.0,30.0,1.0,0.52,0.0,1.0,0.0,0.52,0.0,1.0,0.0,30.0,1.0,0.488,0.0,1.0,0.0,0.488,0.0,1.0,0.0
L2,O43497,30,5,25,7905,155,7750,14686213901011964670,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O43570,30,5,25,12189,239,11950,1777175403048170523,complete,,30.0,1.0,0.488,6.0,1.0,1.0,0.488,6.0,1.0,1.0,30.0,1.0,0.296,0.0,1.0,0.0,0.296,0.0,1.0,0.0,30.0,1.0,0.376,0.0,1.0,0.0,0.376,0.0,1.0,0.0,30.0,1.0,0.432,0.0,1.0,0.0,0.432,0.0,1.0,0.0
L2,O43613,30,5,25,5049,99,4950,14778573090328142629,complete,,30.0,1.0,0.712,6.0,1.0,1.0,0.712,6.0,1.0,1.0,30.0,1.0,0.72,6.0,1.0,1.0,0.72,6.0,1.0,1.0,30.0,1.0,0.768,6.0,1.0,1.0,0.768,6.0,1.0,1.0,30.0,1.0,0.792,6.0,1.0,1.0,0.792,6.0,1.0,1.0
L2,O43614,30,5,25,7395,145,7250,9990574323943612183,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O43924,30,5,25,714,14,700,6538112879271978665,complete,,30.0,1.0,0.608,0.0,1.0,0.0,0.608,0.0,1.0,0.0,30.0,1.0,0.544,0.0,1.0,0.0,0.544,0.0,1.0,0.0,30.0,1.0,0.416,0.0,1.0,0.0,0.416,0.0,1.0,0.0,30.0,1.0,0.368,0.0,1.0,0.0,0.368,0.0,1.0,0.0
L2,O60341,30,5,25,41157,807,40350,12988394197916601074,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O60502,30,5,25,15351,301,15050,17957132372600910433,complete,,30.0,1.0,0.632,0.0,1.0,0.0,0.632,0.0,1.0,0.0,30.0,1.0,0.752,0.0,1.0,0.0,0.752,0.0,1.0,0.0,30.0,1.0,0.384,0.0,1.0,0.0,0.384,0.0,1.0,0.0,30.0,1.0,0.496,0.0,1.0,0.0,0.496,0.0,1.0,0.0
L2,O60674,30,5,25,38709,759,37950,7294255839356880999,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O60760,30,5,25,1581,31,1550,8496746578257437108,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O60885,30,5,25,29376,576,28800,773543945663648869,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O75116,30,5,25,15351,301,15050,12006952111056593407,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O75173,30,5,25,4233,83,4150,8869772890370386584,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O75385,30,5,25,20808,408,20400,7573008092426920298,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O75417,30,5,25,96237,1887,94350,17564941364474281513,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O75460,30,5,25,14178,278,13900,12341498181854895339,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O75762,30,5,25,12291,241,12050,826036460313992091,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O75874,30,5,25,3060,60,3000,13967855636104719462,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O75936,30,5,25,1173,23,1150,14394469340980567732,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O76074,30,5,25,1428,28,1400,7772300915258511074,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O76083,30,5,25,8160,160,8000,13073266022401464001,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O95271,30,5,25,2805,55,2750,16103107298729942752,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O95497,30,5,25,6018,118,5900,13504028330488746610,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O95819,30,5,25,3366,66,3300,11877875459057911875,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O96013,30,5,25,1785,35,1750,7745411949367216536,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O96017,30,5,25,3315,65,3250,4519566475527837536,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O96028,30,5,25,3927,77,3850,14328978054565953600,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00338,30,5,25,5151,101,5050,16100506631828674698,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00519,30,5,25,14994,294,14700,18320085761118837528,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00533,30,5,25,104397,2047,102350,7223714404179023116,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00734,30,5,25,3672,72,3600,676450524569463988,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00742,30,5,25,3366,66,3300,1803925184292973129,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00746,30,5,25,18564,364,18200,1590413516421488072,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00748,30,5,25,1581,31,1550,2569276907540381197,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00751,30,5,25,7446,146,7300,15030486017026417060,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00797,30,5,25,1887,37,1850,15527275984727979835,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00915,30,5,25,11373,223,11150,16931711966842440820,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00918,30,5,25,17340,340,17000,16176040035367796931,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P01116,30,5,25,145641,3262,142379,10295451940079711093,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P01375,30,5,25,1071,21,1050,12261560102245588790,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P02753,30,5,25,1173,23,1150,6040026139271064050,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P03372,30,5,25,11118,218,10900,5584138324151414288,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P03468,30,5,25,2601,51,2550,14570035977383669162,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P03951,30,5,25,5151,101,5050,14363505047394911619,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P03952,30,5,25,6630,130,6500,12174547203243365482,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P04049,30,5,25,33456,656,32800,6880603644107637321,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P04150,30,5,25,14586,286,14300,13108707916924819960,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P04293,30,5,25,18105,355,17750,12514892139586473778,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P04585,30,5,25,714,14,700,17928174926301519749,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P04626,30,5,25,51204,1004,50200,9470196940963286761,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P04629,30,5,25,30498,598,29900,14142909120028606757,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P04798,30,5,25,1734,34,1700,4069887838690060059,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P04818,30,5,25,1326,26,1300,16898890946757699445,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P05089,30,5,25,663,13,650,17203875540860506847,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P05177,30,5,25,1836,36,1800,6459782849129322039,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P05981,30,5,25,714,14,700,7365906213537982387,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P06239,30,5,25,36465,715,35750,15175076630631267549,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P06241,30,5,25,2754,54,2700,3172477987575275328,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P06276,30,5,25,7089,139,6950,16767690792682164557,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P06401,30,5,25,1020,20,1000,9446231067817847469,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P06493,30,5,25,9486,186,9300,14429491785328768899,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P06730,30,5,25,1173,23,1150,10453915316902251148,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P06935,30,5,25,4590,90,4500,103328251789734842,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P07333,30,5,25,39423,773,38650,2069691797645601664,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P07711,30,5,25,5763,113,5650,6838420804668229601,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P07858,30,5,25,1479,29,1450,14646431926497776349,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P07900,30,5,25,1785,35,1750,14960267979683540896,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P07948,30,5,25,510,10,500,4317120835547033105,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P07949,30,5,25,13413,263,13150,5671592992486030234,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P08069,30,5,25,18309,359,17950,15279200236685442949,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P08172,30,5,25,2448,48,2400,3829927490245524180,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
