layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A,eint_rank,smina_rank
L1,P0C6U8,20766,7.5229,-3,-9.00076,,-58.05235122323808,-40.74754717499783,-640533.4977224019,-595148.5756568993,-45382.40467729269,-640530.2868688592,483,0.0019347605993971,True,2.81916699499885,2.7600270224397487,8.0,1.0
L1,P0C6U8,34868,7.2757,-3,-8.41051,,-73.69115579134063,-53.126398400980015,-635729.808618114,-595148.5756568993,-40578.037410253295,-635727.3484024475,329,0.0019701982382684,True,2.8715745314764023,2.7210256357344176,3.0,4.5
L1,P0C6U8,48138,7.3979,-3,-8.54161,,-75.49389730288728,-57.40277713661299,-638330.8505975584,-595148.5756568993,-43179.00121542691,-638328.5459782513,388,0.0018349146703258,True,2.89062577457396,2.665980932418192,1.0,3.0
L1,P0C6U8,52582,7.2757,-3,-7.53969,,-71.09860804291556,-46.49000375226925,-649385.5728395777,-595148.5756568993,-54233.91405522781,-649382.3566761203,470,0.0014935862272977,True,2.9162955576009653,2.9551772114496475,4.0,8.0
L1,P0C6U8,56675,7.699,-3,-7.90287,,-57.75257808873793,-30.935566988470143,-643292.688663061,-595148.5756568993,-48141.608617345286,-643289.7468434643,1000,0.0564285963773727,False,2.898077733650323,2.7422548761689347,9.0,6.0
L1,P0C6U8,60488,7.8239,-3,-7.75724,,-63.14942316863003,-38.39059536225524,-645377.0932264533,-595148.5756568993,-50225.779151384944,-645373.3077631375,692,0.0017872323514893,True,3.0220808489534807,3.057207657325204,6.0,7.0
L1,P0C6U8,72398,7.301,-3,-7.15286,,-8.761470672311233,39.93724004878781,-649078.7739815924,-595148.5756568993,-53929.81839136559,-649075.3213214407,518,0.0017922412371262,True,2.854074893617009,2.920373470928449,10.0,9.0
L1,P0C6U8,85332,7.284,-3,-8.768,,-59.64830882231794,-42.55010622242949,-634626.0159204617,-595148.5756568993,-39474.85366808087,-634622.951587779,455,0.0018721608212217,True,2.858260726840099,2.795134715260009,7.0,2.0
L1,P0C6U8,93662,7.2757,-3,-8.41051,,-73.7015902024074,-53.12599443646885,-635729.8088712749,-595148.5756568993,-40578.03721093536,-635727.3483782385,340,0.0019006631337106,True,2.8715745314764023,2.719949102516723,2.0,4.5
L1,P49759,474,8.2757,-4,-8.35501,,-51.36287651092682,-41.91925566820082,-688926.1907582106,-526982.7393516536,-161941.22410142582,-688925.2144806457,310,0.0019159796647727,True,3.3614703672707043,3.2890390435276906,8.0,8.0
L1,P49759,1812,9.0,-4,-11.34079,,-65.9267295941567,-23.66568143236436,-568527.506974451,-526982.7393516536,-41541.90876922296,-568524.2488815646,477,0.0015552809927612,True,3.002300209846147,3.007023959784336,6.0,1.0
L1,P49759,1813,6.0,-4,-9.34981,,-71.08879805966117,-45.75586370908807,-577815.9495615915,-526982.7393516536,-50830.1275078884,-577813.6010695223,460,0.0019737735856324,True,2.8904050998160127,2.7437765620140038,5.0,4.0
L1,P49759,1814,6.0,-4,-8.61555,,-106.17953909496678,-56.59214718393308,-564211.6937508105,-526982.7393516536,-37224.35001855519,-564208.1639997474,846,0.0019022778142243,True,3.0476401725391447,2.6528014055117737,2.0,7.0
L1,P49759,4296,7.585,-4,-9.20353,,-110.63485575199496,-39.50589152906796,-552328.2221024095,-526982.7393516536,-25340.685169338245,-552325.6452571717,469,0.0019723265431821,True,2.9554483146870343,2.4179420476585314,1.0,5.0
L1,P49759,60031,7.4559,-4,-8.99566,,-49.35881793660688,-42.44822998400567,-555422.367055247,-526982.7393516536,-28437.48730266709,-555420.9817747102,265,0.001858425559476,True,2.8650105844313183,2.746180202186538,9.0,6.0
L1,P49759,94228,6.8239,-4,-7.06279,,-55.03689139961278,-39.929273222377056,-576345.6363204614,-526982.7393516536,-49360.510343312,-576344.1020220504,972,0.0017363334773108,True,2.920007904378899,2.679326533022068,7.0,9.0
L1,P49759,114565,7.585,-4,-6.70429,,-37.48023968763919,-35.400517178060284,-557118.4620385725,-526982.7393516536,-30134.097389898096,-557117.6887767665,449,0.0019723121076822,True,2.837846906593308,2.947398545394849,10.0,10.0
L1,P49759,135630,9.1739,-4,-9.56613,,-83.2356260486451,-29.998467785851037,-569525.2146621954,-526982.7393516536,-42538.8658721772,-569521.600644504,966,0.001457329839468,True,2.952151619219105,2.736455327849744,4.0,3.0
L1,P49759,142923,6.6216,-4,-10.71527,,-103.56775793675163,-61.32599833249628,-572623.4103355205,-526982.7393516536,-45636.179860815646,-572620.6735561598,413,0.0015425777528434,True,3.065648708227954,2.740948366422283,3.0,2.0
L1,P50053,167,8.2596,-4,-8.30219,,-85.32748751464277,-32.082414143439145,-597142.5512938149,-551761.122481889,-45377.72866186265,-597139.5692866669,328,0.0015219594351947,True,2.9694383841134657,2.7820613402564147,4.0,8.0
L1,P50053,19531,7.5686,-4,-8.62125,,-86.01516493877908,-38.742527560968966,-607617.9305498308,-551761.122481889,-55853.078097363024,-607614.2549732652,883,0.0019932272844016,True,2.838755149826948,2.772020581362587,3.0,6.0
L1,P50053,24618,7.8125,-4,-8.85392,,-73.5857434134659,-46.61912413740396,-588960.998074841,-551761.122481889,-37196.68461310392,-588958.6126089795,431,0.0018529427470639,True,3.033031372026346,2.8672288185279475,6.0,1.0
L1,P50053,54615,8.4949,-4,-8.73047,,-98.46347095996904,-53.933828208143936,-606985.7170309012,-551761.122481889,-55220.324768793536,-606982.3820592259,429,0.0018947488861158,True,2.820501536616389,2.8890566403490405,2.0,3.0
L1,P50053,64410,9.3565,-4,-8.68113,,-62.04735216478655,-42.71527768515568,-588926.6742855355,-551761.122481889,-37162.86117579929,-588923.2779825915,423,0.00068785098847,True,3.010043583843494,2.982993221669105,8.0,4.0
L1,P50053,75542,7.8996,-4,-8.83955,,-60.67174334653863,-24.26140839186789,-589995.8375455121,-551761.122481889,-38232.08408782014,-589991.565005264,439,0.0018013928784057,True,2.83389578845511,2.823833979982437,9.0,2.0
L1,P50053,97821,7.7447,-4,-7.18899,,-56.3745113079477,-28.967814921636627,-592461.578584879,-551761.122481889,-40698.01147280514,-592458.893507278,572,0.0019962512888014,True,3.1185924927603725,2.776263061894406,10.0,10.0
L1,P50053,107700,8.1308,-4,-8.67447,,-83.49979764536323,-55.28080478369675,-605479.6589884466,-551761.122481889,-53714.91561262834,-605477.5838697747,710,0.0019301827996969,True,2.971873294376586,2.579614058063055,5.0,5.0
L1,P50053,132156,8.0,-4,-8.02126,,-67.67164275022222,-47.64477001066982,-597142.0293529956,-551761.122481889,-45377.97235093616,-597140.1029383384,674,0.0019156353082507,True,3.076220332871612,2.9900352930022707,7.0,9.0
L1,P50053,139579,7.699,-4,-8.39228,,-102.74336751499946,-28.50826394691079,-599729.4106653839,-551761.122481889,-47963.83280939586,-599725.4105010215,379,0.0016237520612776,True,2.8755000446415133,2.578644632195258,1.0,7.0
L1,P51532,13433,7.1427,-1,-9.38365,,-45.27741186275432,-34.72473293569954,-448868.8217099983,-425557.66233933513,-23309.195956255357,-448867.82956577936,177,0.001927166362293,True,2.878403940068669,2.87729874824686,9.0,1.0
L1,P51532,20704,8.4815,-1,-9.325,,-55.02448115972288,-44.34721570883094,-461781.0478617983,-425557.66233933513,-36220.99943512632,-461779.37778446544,291,0.0018070876831188,True,2.821615695873786,2.95687823239964,5.0,2.0
L1,P51532,31548,6.5935,-1,-8.62895,,-46.99439398017277,-33.579980175296704,-449839.2074662577,-425557.66233933513,-24279.50725712321,-449837.9410143072,355,0.0019812842365354,True,2.8422041524681947,2.879416011309347,8.0,5.0
L1,P51532,35235,8.5528,-1,-8.97341,,-60.868809847843934,-51.94754864788223,-465965.2406780213,-425557.66233933513,-40404.93881727083,-465963.2160412053,310,0.0019989069551229,True,2.7766789237107408,2.982110688521986,1.0,4.0
L1,P51532,35615,6.6904,-1,-7.96209,,-55.78809797093586,-44.11146111574042,-468476.403387,-425557.66233933513,-42916.32184676897,-468474.9345065554,485,0.0019850158132612,True,2.881969400844985,2.7778463932304507,4.0,7.0
L1,P51532,57296,7.5229,-1,-7.37202,,-34.052129449155586,-20.79751558892339,-472779.9473456546,-425557.66233933513,-47220.808366228375,-472778.8275258954,287,0.0017788214609026,True,3.248337967601997,2.8397063634653685,10.0,10.0
L1,P51532,78268,7.8928,-1,-8.97989,,-53.66760691806861,-39.60334872633148,-449773.3616481167,-425557.66233933513,-24213.37206108079,-449772.2636719964,550,0.0019981835503131,True,2.880254405424545,2.6984514782800995,7.0,3.0
L1,P51532,93381,6.279,-1,-7.76801,,-54.23487490649841,-37.3703603618976,-479402.8122025865,-425557.66233933513,-53842.79801648238,-479400.9350750167,990,0.0017953143687918,True,2.930707588380794,2.795341854637239,6.0,9.0
L1,P51532,130236,6.4908,-1,-7.87823,,-56.88680126032197,-46.02068811656368,-468476.4459647338,-425557.66233933513,-42916.31678021887,-468474.8470370262,418,0.0019759105052798,True,2.9697115846728503,2.7834773040418472,3.0,8.0
L1,P51532,143316,6.4815,-1,-7.97893,,-58.6051299411,-42.3753665477646,-467870.17191821465,-425557.66233933513,-42309.968219915645,-467868.7770301637,459,0.0014921488473191,True,2.8612077894288794,2.717338375455412,2.0,6.0
L1,P62937,19634,8.6021,2,-7.7833,,-85.73512924507261,-56.96585706826022,-818173.8271911227,-702253.9031218955,-115916.20624214542,-818167.2568114089,1000,0.0085272761061787,False,2.799570820078194,3.103414297374516,2.0,1.0
L1,P62937,58673,7.9586,2,-6.70101,,-110.12584600690457,-73.24993276532132,-820713.8147377608,-702253.9031218955,-118455.13610719936,-820705.5214125186,1000,0.0092049175873398,False,2.8218336383985294,2.604703775064675,1.0,2.0
L1,P62937,69521,8.0969,2,-6.24101,,-72.52143047823752,-44.9756921021862,-810343.4594098612,-702253.9031218955,-108086.41146109471,-810338.4162451241,983,0.0019870218820869,True,3.097730863163927,3.094310989693551,3.0,3.0
L1,Q06124,1874,6.0269,-2,-9.13873,,-62.53342744567445,-25.376967689186003,-478226.34465470514,-433049.0988803254,-45174.534068313405,-478222.1248096251,713,0.0019854973070323,True,2.709434665789109,2.842928525334003,8.0,6.0
L1,Q06124,26663,7.6383,-2,-8.9414,,-81.36070623370871,-51.44461495332418,-494337.7574032522,-433049.0988803254,-61285.13038878055,-494335.8411107524,329,0.0017712359549477,True,2.9793692116529886,2.925852973579232,3.0,8.0
L1,Q06124,32578,8.0088,-2,-10.89865,,-78.19122921071795,-56.35093342800096,-481428.0765521058,-433049.0988803254,-48375.58697916616,-481426.43460539874,720,0.0019846174400299,True,2.958262342325014,2.8392156465855978,4.0,1.0
L1,Q06124,39617,7.585,-2,-9.22511,,-63.22459081762398,-1.9660807187553293,-485571.5834339089,-433049.0988803254,-52519.74287583663,-485568.7401409899,274,0.0019168028375133,True,2.831338627859398,2.894220430285749,7.0,5.0
L1,Q06124,53896,7.1367,-2,-10.13197,,-73.80886062189654,-64.58320389881527,-482434.73637850746,-433049.0988803254,-49382.43684305609,-482433.4244531868,290,0.0019273458747193,True,3.1246153209638328,3.1884853840893568,5.0,2.0
L1,Q06124,82531,7.1487,-2,-9.2783,,-207.57994927504663,-58.280159649936735,-491180.2945365842,-433049.0988803254,-58122.19413769992,-491176.0788230821,513,0.0019952929578721,True,3.0429743925287878,2.587050957662389,1.0,4.0
L1,Q06124,95742,8.0315,-2,-7.98748,,-43.52542198040968,-10.57156209732588,-481198.216822717,-433049.0988803254,-48147.23050145568,-481196.5845088541,462,0.0018998617306351,True,2.8707357746390305,2.8106353551537646,10.0,9.0
L1,Q06124,118200,6.0,-2,-9.75103,,-85.85553064333513,-62.59493113448876,-485868.7208049643,-433049.0988803254,-52815.89887645837,-485866.3027718156,761,0.001974519342184,True,3.0025336648366694,2.763581610387351,2.0,3.0
L1,Q06124,125082,6.0209,-2,-7.94376,,-66.23839892834351,-18.0251613166698,-484616.14056570525,-433049.0988803254,-51564.16931654393,-484613.1300344493,426,0.0019446746446192,True,2.784837280704138,2.9531870954286537,6.0,10.0
L1,Q06124,129145,6.1675,-2,-9.06223,,-58.93411972961145,-23.18502000093615,-488684.93440184713,-433049.0988803254,-55633.27989621039,-488680.72523168434,713,0.0013943463563919,True,2.7967554914056336,2.972758316019109,9.0,7.0
L1,Q15059,10104,6.3706,-2,-9.78449,,-68.03366065565612,-28.41628532400047,-465626.0970842228,-412762.965979286,-52860.1808861842,-465623.6688253986,604,0.001941317692399,True,2.980525049915416,2.7976676136236764,7.0,8.0
L1,Q15059,18952,6.3645,-2,-9.88203,,-71.78759020667538,-34.23019573267256,-462926.5057360007,-412762.965979286,-50160.42675216967,-462924.237805358,498,0.0017524380236864,True,3.0037087222703134,2.784069562345643,2.0,7.0
L1,Q15059,25231,8.0,-2,-9.95385,,-73.28549302098553,-29.501176324298275,-461823.5938338616,-412762.965979286,-49057.4498948168,-461819.5846324702,505,0.0016419608145952,True,3.003561613213226,2.863000799378408,1.0,6.0
L1,Q15059,48671,6.8633,-2,-10.17359,,-68.97274821613168,-31.705500320254675,-465626.1452306937,-412762.965979286,-52860.18830996419,-465624.068147048,417,0.001980337081477,True,3.0061157678194794,2.9044127984202754,5.0,3.0
L1,Q15059,53300,6.8239,-2,-10.07921,,-70.6660654188358,-37.70530702738789,-465032.3203690464,-412762.965979286,-52266.29001913323,-465030.2092076052,341,0.0019247240852564,True,3.0062748896716367,2.8050893421889955,4.0,4.0
L1,Q15059,57289,8.0,-2,-10.91781,,-68.50783141039925,-42.75038238783954,-462893.4077646596,-412762.965979286,-50127.47100463095,-462891.8026110285,326,0.0018781927647069,True,3.021294659561451,2.878340072269057,6.0,1.0
L1,Q15059,57291,8.0555,-2,-9.37441,,-54.55393488290763,-27.25710968598338,-460754.2516877181,-412762.965979286,-47988.92002591302,-460752.16953024734,747,0.0018227369291707,True,2.8789075266578394,2.938391129521066,10.0,9.0
L1,Q15059,110525,7.9208,-2,-10.25104,,-67.72877495088663,-37.16989519536889,-463487.5691297281,-412762.965979286,-50721.66615278493,-463485.8801308315,418,0.0016957379411906,True,3.01155853611251,2.809022613851773,8.0,2.0
L1,Q15059,128831,6.9136,-2,-9.3733,,-66.36229321763662,-37.63149349655657,-462926.55913375074,-412762.965979286,-50160.71541306392,-462924.56387329847,435,0.0019384562037885,True,2.9439007345926447,2.910600418322329,9.0,10.0
L1,Q15059,139243,7.3979,-2,-9.9687,,-71.28608453466356,-33.05046145502402,-462892.8744858239,-412762.965979286,-50126.817249337095,-462889.06441510486,388,0.0018541364697739,True,2.921139928552872,2.8360694185892763,3.0,5.0
L1,Q86WV6,6252,6.1079,2,-9.06215,,-58.459430822024,-39.544957003786585,-857584.279256665,-820468.4580466496,-37113.286169163366,-857582.6097747887,226,0.0017996554961428,True,2.8104274637638063,2.762481668225882,3.0,7.0
L1,Q86WV6,44378,6.4815,2,-9.22073,,-42.0823250735026,-23.631121089013483,-847952.0971812496,-820468.4580466496,-27481.814272268835,-847950.9249114661,464,0.0019631667528301,True,2.973317607729561,3.040781833224756,6.0,6.0
L1,Q86WV6,47502,6.4949,2,-9.57742,,-40.416009854074105,-12.969523895053817,-867116.3205253981,-820468.4580466496,-46646.1098746842,-867114.9453954976,203,0.0019511556020006,True,2.7331634393223267,2.7554589599059898,7.0,4.0
L1,Q86WV6,55811,7.1739,2,-9.59642,,-45.71913754576485,-26.9259029855977,-921967.612674491,-820468.4580466496,-101497.17205839504,-921966.3619840764,172,0.0019618212245404,True,2.757894069076193,2.749836641250583,4.0,2.0
L1,Q86WV6,56848,6.567,2,-10.07559,,-38.97731204711037,-16.32168421158268,-857311.0892633254,-820468.4580466496,-36840.94100045318,-857309.7783865692,263,0.0014440910890698,True,2.781831802916366,2.693437902317271,8.0,1.0
L1,Q86WV6,71154,7.0655,2,-9.58089,,-43.101851726424286,-21.288301083477734,-854611.6964838224,-820468.4580466496,-34141.36936398156,-854610.4506530232,498,0.0017419504001736,True,2.76610996581725,2.7553383318575757,5.0,3.0
L1,Q86WV6,76654,6.5607,2,-7.45618,,-23.7569688157948,-15.20241092989044,-867116.0657008047,-820468.4580466496,-46646.57745448292,-867115.0304012307,704,0.0018535964190959,True,3.004339394571061,3.236398351851063,10.0,10.0
L1,Q86WV6,101630,7.0269,2,-9.44528,,-33.72342418221885,-23.604975760521768,-864416.7898317325,-820468.4580466496,-43946.869399001305,-864415.8530883882,217,0.0018913340754806,True,2.755009551687506,2.87506218179757,9.0,5.0
L1,Q86WV6,110106,7.0809,2,-8.61374,,-94.7084850823451,-27.389789276829408,-904145.0415482124,-820468.4580466496,-83672.47655294302,-904141.3345082332,655,0.0019581441301852,True,2.43066467721971,2.4476533976593244,1.0,8.0
L1,Q86WV6,143720,6.7696,2,-7.97032,,-89.41836668786954,-35.8171304577677,-912278.561532722,-820468.4580466496,-91806.22593869832,-912275.5775204176,835,0.0019926731474697,True,3.0010117200201494,2.5864869964544868,2.0,9.0
L1,Q92793,6919,6.7696,-1,-8.14199,,-61.73895024064187,-50.45994717013696,-573841.4347711934,-530154.4835260218,-43684.27399089759,-573839.7184025515,462,0.0018616162706166,True,2.909727830863845,2.824321608066961,2.0,4.0
L1,Q92793,25339,6.5229,-1,-8.39248,,-53.11514395803802,-31.66279990454317,-569689.142570894,-530154.4835260218,-39532.35575423274,-569686.6280030431,750,0.0019415093120187,True,2.937255083264225,2.9865483784233167,5.0,2.0
L1,Q92793,32149,6.301,-1,-7.71573,,-57.74785641568391,-36.92717157581935,-579094.5653572492,-530154.4835260218,-48937.577647162056,-579091.7623325554,416,0.0018600517651066,True,2.9002805287847635,2.9425680413924176,3.0,7.0
L1,Q92793,37452,8.2218,-1,-8.00214,,-45.00479571368566,-19.22821911602935,-570125.9483923713,-530154.4835260218,-39969.513273696764,-570123.3868363637,813,0.0018349892925471,True,2.7306718475357417,2.8563682226369065,8.0,5.0
L1,Q92793,46896,8.585,-1,-7.65749,,-49.65077529277028,-33.03987448663406,-583514.6776288218,-530154.4835260218,-53358.0410414045,-583512.955394452,874,0.0019448896637186,True,2.800765110106488,2.849620359930909,7.0,8.0
L1,Q92793,62803,6.4815,-1,-7.59336,,-64.88538299647678,-38.29647653977926,-582738.7083334633,-530154.4835260218,-52581.41111092944,-582734.3323259535,969,0.0019584344699978,True,3.0001136300147557,2.897677144596118,1.0,9.0
L1,Q92793,73412,6.1871,-1,-7.86378,,-44.16844451416741,-29.51607024151768,-570757.3272999772,-530154.4835260218,-40600.92844892325,-570754.9014323185,380,0.0019764835014939,True,2.969891492540216,3.0715761937781,9.0,6.0
L1,Q92793,95108,8.585,-1,-8.32419,,-40.43672522306663,-19.95663653666433,-583514.2849571987,-530154.4835260218,-53358.047928809065,-583512.4798658239,439,0.0018437393009662,True,2.9151770024412382,2.9552048850864145,10.0,3.0
L1,Q92793,111632,6.9208,-1,-7.52574,,-52.589008870816585,-38.78371693334866,-576540.0619469305,-530154.4835260218,-46383.29794564601,-576537.1159565233,529,0.0019750383216887,True,3.029101725312856,3.050501782966182,6.0,10.0
L1,Q92793,136992,7.9586,-1,-8.95812,,-53.65486763274648,-37.5796606816793,-579533.3506859915,-530154.4835260218,-49376.54046469653,-579530.0400806192,613,0.0017456817440688,True,3.0587328642518194,2.9356487534812863,4.0,1.0
L1,Q96MU7,23658,6.0,0,-6.93345,,-66.76860126726861,-45.44344836569986,-525696.6169563469,-485857.8059798049,-39835.915615956575,-525693.8229854308,556,0.0019516381435096,True,3.163542171318872,2.8966911587874145,2.0,3.0
L1,Q96MU7,24173,6.7447,0,-6.3299,,-42.262744269610856,-8.301144853083626,-537131.5133255995,-485857.8059798049,-51271.87465974654,-537129.6020469131,394,0.0018793870694935,True,2.915575642660085,2.780671079463631,9.0,7.0
L1,Q96MU7,43216,6.0132,0,-6.77846,,-50.21265473486077,-34.98421150581914,-525695.7943293977,-485857.8059798049,-39835.81092279866,-525694.2240229768,750,0.001833553542383,True,3.069631931768044,3.107087671471644,5.0,4.0
L1,Q96MU7,58793,6.0605,0,-6.62311,,-49.70319578259976,-28.40006921943167,-524626.9184887761,-485857.8059798049,-38766.95717440812,-524624.9190602101,678,0.0019367132335901,True,3.0830904507595256,2.937745059660712,6.0,5.0
L1,Q96MU7,73954,6.0,0,-6.12536,,-47.575645302435625,-18.975814423407638,-538200.2047188224,-485857.8059798049,-52340.33566377522,-538198.330499414,386,0.001933601568453,True,2.805584524036041,2.715550431083356,7.0,8.0
L1,Q96MU7,75808,6.2924,0,-6.94643,,-68.45585883921576,-36.39545538228173,-524627.802317653,-485857.8059798049,-38767.02781084941,-524624.9917462039,844,0.0018984875641763,True,3.058400435777771,2.8903364049255784,1.0,2.0
L1,Q96MU7,76036,6.2291,0,-6.35241,,-43.63010526995594,-34.16570779379471,-535117.0198841362,-485857.8059798049,-49257.32192389826,-535115.3944541189,297,0.0019318725680932,True,3.2086283706826544,2.850293115758145,8.0,6.0
L1,Q96MU7,88977,6.3468,0,-5.07405,,-36.751380202969855,-27.25679393712869,-549501.8864155689,-485857.8059798049,-63642.48674508184,-549500.6777017647,334,0.0019647036679089,True,3.111712323214093,2.84058801206704,10.0,10.0
L1,Q96MU7,110901,6.0,0,-7.11883,,-59.19982160063357,-52.54508836884019,-525155.8462059894,-485857.8059798049,-39295.473078949486,-525154.4271692679,473,0.0019014721037819,True,2.9264541401639925,3.0012778644728733,4.0,1.0
L1,Q96MU7,140320,6.3372,0,-5.08169,,-66.54938553189362,-37.96000143474205,-536997.9265771825,-485857.8059798049,-51137.23474288616,-536995.8207830094,380,0.0018984923372045,True,2.950828021268781,3.0063267063387675,3.0,9.0
L2,O14757,4906,7.5528,-4,-6.87559,,-56.73369512429919,-31.736589870197736,-524959.9823622839,-495659.98719986185,-29297.53495655262,-524957.2181669398,970,0.0019390726229175,True,3.119508438824657,2.8622825925542013,9.0,9.0
L2,O14757,10681,7.2596,-4,-9.27592,,-67.47843590578695,-31.849200372097084,-534043.092195778,-495659.98719986185,-38380.1788539875,-534039.7671139234,455,0.0014903915580362,True,2.765948993584406,3.0582284734842102,2.0,1.0
L2,O14757,55958,9.2218,-4,-6.75926,,-64.91886057250287,-25.56850594598417,-532279.9380997594,-495659.98719986185,-36617.135751660426,-532276.5826048418,771,0.0014022078830748,True,2.934119340943485,2.7875048756987275,4.0,10.0
L2,O14757,60774,9.4949,-4,-7.16209,,-66.80014872483888,-31.985430684811604,-531685.1213351416,-495659.98719986185,-36022.237406667075,-531681.6458329991,691,0.0019989893771708,True,2.8411584343186984,2.754047213696872,3.0,8.0
L2,O14757,60923,7.8539,-4,-7.78914,,-63.692816981800775,-42.74225114437687,-529884.0258569996,-495659.98719986185,-34221.276675182664,-529881.9454940412,610,0.0016326638869941,True,3.178587716402461,3.020638465002044,7.0,5.0
L2,O14757,64281,7.3979,-4,-7.27905,,-33.73917641422848,-26.474985842868403,-531361.2530742624,-495659.98719986185,-35699.8028052375,-531359.1678435738,486,0.0018507265485823,True,2.8704689043922125,2.996921271014022,10.0,7.0
L2,O14757,72416,6.2596,-4,-7.96093,,-61.45349391969688,-28.93775607604591,-539279.4385748465,-495659.98719986185,-43616.78649926828,-539277.447022247,443,0.0019642177503556,True,2.9766299096963915,3.0660997012585782,8.0,3.0
L2,O14757,111705,6.3335,-4,-7.5583,,-63.86453354646567,-40.74847406708415,-528663.5743199098,-495659.98719986185,-33000.81769175788,-528660.5534686752,965,0.0015724999830126,True,3.324165444086337,2.9747546964668987,5.0,6.0
L2,O14757,124280,9.2218,-4,-8.3198,,-63.72212048550997,-24.3024247994258,-534815.0930581591,-495659.98719986185,-39152.34260562202,-534812.0639446243,878,0.0018199047772213,True,2.917672141247289,2.778515431082797,6.0,2.0
L2,O14757,126650,7.3768,-4,-7.93164,,-106.34754128255074,-41.85107267507789,-527535.6478798029,-495659.98719986185,-31871.04901407497,-527533.5065891086,609,0.0018728083232417,True,2.803874954870066,2.5157733290396385,1.0,4.0
L2,O75460,4142,9.5376,0,-9.76934,,-103.78034890515374,-54.10422335208084,-776129.8310838982,-707204.1490987306,-68921.18164329938,-776124.6462400218,455,0.0019375731935724,True,2.899804977302492,2.6381909910395427,2.0,8.0
L2,O75460,6730,9.0,0,-9.70411,,-96.3923022661731,-50.99669175676643,-770817.0169616243,-707204.1490987306,-63608.68789705004,-770813.481727835,548,0.0014719319297,True,2.870284680150123,2.669241029206487,5.0,9.0
L2,O75460,14710,10.0,0,-9.66082,,-90.25330722196216,-49.862257422260136,-767555.8219283953,-707204.1490987306,-60347.75907584212,-767552.1958470348,433,0.0019685865845531,True,2.826293804219681,2.682781873063344,8.0,10.0
L2,O75460,25683,8.9586,0,-11.95574,,-99.16801248912982,-61.77477774884867,-770724.0854943523,-707204.1490987306,-63515.6360635906,-770719.6204320961,294,0.0019916130695492,True,2.8316137391952365,2.905251968435726,3.0,1.0
L2,O75460,48303,7.0757,0,-10.58237,,-97.35640816656296,-51.95449441327946,-770757.798606602,-707204.1490987306,-63549.42773443902,-770753.954511084,273,0.0019591643940657,True,2.939154925253061,2.9208324614410026,4.0,5.0
L2,O75460,72342,9.7447,0,-10.4153,,-92.39153857047998,-74.81569459727521,-766401.2111058168,-707204.1490987306,-59193.05553077649,-766398.7255514018,406,0.001973322359845,True,2.9991676816604804,2.7933691558548537,7.0,6.0
L2,O75460,84980,9.0132,0,-10.7847,,-83.96440809280783,-66.84395649034795,-766890.0563137458,-707204.1490987306,-59682.26617367001,-766887.5562940809,584,0.0019910810515284,True,2.8353522497357906,2.888618881686393,9.0,4.0
L2,O75460,96586,9.6198,0,-10.87635,,-94.04675232291964,-57.56913574236065,-769564.1362256911,-707204.1490987306,-62355.908873789085,-769560.245668583,490,0.0017338056350126,True,2.945646437529569,2.8999103937306447,6.0,3.0
L2,O75460,100233,6.2676,0,-11.11218,,-104.65087307292028,-87.73155801813911,-773423.5300049538,-707204.1490987306,-66214.84281485427,-773421.2750825663,506,0.0019899208564311,True,2.902938668400701,2.86184859324329,1.0,2.0
L2,O75460,127767,8.8539,0,-10.14998,,-81.51560137112392,-39.802329528590725,-757943.514425583,-707204.1490987306,-50735.83047581712,-757938.4140698335,313,0.0019565061666071,True,2.799938014630651,2.9333513982907915,10.0,7.0
L2,O95819,11547,6.3872,2,-8.36945,,-65.68991730598607,-47.06554437228592,-745663.8953322872,-694968.6667956018,-50692.379952263655,-745661.8849676468,353,0.0018400137778371,True,2.917650701151448,3.0239310754802857,7.0,9.0
L2,O95819,16994,7.0,2,-10.31897,,-64.02114304430226,-33.616941301535554,-740130.3311326277,-694968.6667956018,-45158.88811750519,-740127.9153749727,309,0.0018453415250405,True,2.699546065398432,2.6906018454989287,8.0,2.0
L2,O95819,17170,6.0132,2,-8.49593,,-73.56927873438276,-49.48579303796092,-726731.3575126969,-694968.6667956018,-31759.50045122301,-726728.9446514519,645,0.0019578880164772,True,2.8372694790027904,2.921261661693398,4.0,8.0
L2,O95819,35616,7.301,2,-10.3025,,-76.80779254567683,-48.112622661262336,-735654.4356048122,-694968.6667956018,-40682.43810808786,-735652.2320117932,376,0.0018508143257349,True,2.7886556142314403,2.736825033480513,2.0,4.0
L2,O95819,48976,8.8239,2,-10.16245,,-68.84377579966574,-50.80200981698256,-736076.1999325702,-694968.6667956018,-41104.54778829821,-736074.4370891216,362,0.0016767482738941,True,2.8041875864989705,2.7379583201419737,6.0,6.0
L2,O95819,51207,9.301,2,-10.96801,,-70.02022179600868,-46.088939333454285,-732386.9510820743,-694968.6667956018,-37415.247922275485,-732383.853478767,183,0.0018795180367305,True,2.910614672391556,2.771513580980944,5.0,1.0
