layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A,eint_rank,smina_rank
L3,P28347,101735,6.6021,-1,-6.80953,,-39.78629232315444,-0.2483057023893711,-890135.3888708219,-837398.4952865347,-52735.16828735957,-890131.9623913892,496,0.0019640049431473,True,2.9754273904393944,3.027556896427323,10.0,10.0
L3,P28347,107616,7.0969,-1,-8.98018,,-57.93592193710095,-32.11661172343916,-877613.8115619608,-837398.4952865347,-40212.80393606796,-877611.7211491844,378,0.0019908626563847,True,2.890401429397297,3.064949341475429,5.0,3.0
L3,P28347,138257,7.1192,-1,-7.74772,,-55.427187502045705,-44.195989905336624,-894675.1417703922,-837398.4952865347,-57274.24293352087,-894670.6401829969,380,0.0018822229467332,True,3.038955476242019,3.07008307923202,6.0,4.0
L3,P28347,144852,6.4949,-1,-7.11843,,-47.48918875146336,-23.13835621902628,-882359.3592496744,-837398.4952865347,-44958.80463700833,-882357.4382064062,376,0.0019861008040606,True,2.86839459262903,2.757369991996393,9.0,8.0
L3,P28347,145084,6.4089,-1,-6.93591,,-52.76361313504106,-44.79295376308384,-882226.3151999312,-837398.4952865347,-44825.53186657633,-882224.5899588835,538,0.0018928406061604,True,2.8637205234499667,2.845265793530467,7.0,9.0
L3,P40879,14931,7.0605,1,-10.226,,-40.973101102051146,-19.042727470176207,-672419.0275614378,-630363.8205220955,-42053.43027751496,-672417.5635629742,279,0.0019851059187203,True,3.146867869382686,3.111853338688622,10.0,3.0
L3,P40879,35122,6.4949,1,-10.14824,,-56.932126361028885,-27.221120565797246,-668089.6237541192,-630363.8205220955,-37723.33442136138,-668087.9073680672,351,0.0019235785584896,True,2.8694572114404173,2.7411674330580724,4.0,4.0
L3,P40879,53728,6.6737,1,-9.73912,,-62.44536614989934,-25.88196875142424,-679525.1869602412,-630363.8205220955,-49158.65855077849,-679523.2015760011,361,0.0014101164415478,True,2.800928428237693,2.73649015941784,1.0,6.0
L3,P40879,81480,6.0814,1,-9.01234,,-43.1384541568185,-30.98423267909608,-668089.1861517963,-630363.8205220955,-37723.49496927783,-668087.6991331652,384,0.0019055868033319,True,3.193805719619188,3.0562470647189497,8.0,10.0
L3,P40879,105680,6.0458,1,-10.44589,,-43.209420131937165,-13.508272237069326,-670788.790775913,-630363.8205220955,-40423.09651601868,-670787.001807959,534,0.0019237234955653,True,3.161661663577579,3.189505039210222,7.0,1.0
L3,P40879,109901,7.6021,1,-10.30368,,-41.39876985921688,-16.77060261661317,-682224.4049479897,-630363.8205220955,-51858.78920532254,-682222.8593452685,374,0.0017685609636828,True,3.132910216844556,3.126749962176428,9.0,2.0
L3,P40879,111688,6.2518,1,-9.43718,,-46.50122260327326,-18.459520770045803,-731675.6604906181,-630363.8205220955,-101309.8234846582,-731673.9708029906,816,0.001565818209201,True,3.0457935591433376,3.1862073533341837,6.0,8.0
L3,P40879,116771,6.5622,1,-9.96594,,-57.63380732506788,-28.949349729242734,-669719.4943436064,-630363.8205220955,-39353.17458308217,-669717.977760208,331,0.0019624286796897,True,2.91771059906288,2.771719706177856,3.0,5.0
L3,P40879,121141,6.8539,1,-9.49679,,-56.67865055183167,-29.90051496575453,-731676.3658661614,-630363.8205220955,-101310.08752515506,-731674.8864703582,419,0.0013669444015249,True,2.8074250792624333,2.7283263878770385,5.0,7.0
L3,P40879,145984,7.1079,1,-9.40868,,-58.01734723823022,-30.327885178296405,-733306.2198171883,-630363.8205220955,-102939.88342479932,-733304.8514481283,289,0.0019810004159808,True,2.8216165095180634,2.7720566630884136,2.0,9.0
L3,Q00959,2221,7.2441,-2,-5.95092,,-74.43585181422574,-35.10860242165046,-515895.2931451698,-479063.368479566,-36828.696821566446,-515893.1771338185,524,0.0019447648664936,True,2.745760164456127,2.733864029204746,6.0,6.0
L3,Q00959,24323,6.0,-2,-4.69288,,-42.53292126053045,-18.5529612838006,-486801.2683065928,-479063.368479566,-7736.05542499557,-486800.4693009863,335,0.0019630212336778,True,2.912453275606204,3.0028131441940165,9.0,10.0
L3,Q00959,43699,7.7447,-2,-6.032,,-86.81097587628808,-38.05290283390964,-653867.7430027226,-479063.368479566,-174800.61004294944,-653865.4565981928,450,0.0017148434417322,True,2.765653558396435,2.755494021077505,2.0,5.0
L3,Q00959,68311,6.9914,-2,-6.06768,,-76.09812045589582,-37.88723046438436,-517935.6623431573,-479063.368479566,-38868.99393676328,-517933.5218648832,456,0.0017954199574887,True,2.714571469306248,2.7236856912816694,5.0,4.0
L3,Q00959,88721,6.7375,-2,-5.51098,,-31.81238219155445,-18.95482574004324,-529545.4234106413,-479063.368479566,-50480.67541561778,-529542.8750562064,333,0.0018679172499105,True,3.1488230091969003,3.215485007297996,10.0,9.0
L3,Q00959,89763,7.3565,-2,-6.39652,,-104.25248557606888,-67.7874480062035,-528513.1036184316,-479063.368479566,-49445.21432321367,-528510.8592429117,450,0.0019124052487313,True,2.795163021881978,2.4747855328299844,1.0,2.0
L3,Q00959,103070,6.8239,-2,-6.2362,,-70.50799674382502,-18.81367488137445,-522924.9545056248,-479063.368479566,-43858.5285099382,-522922.3229998947,330,0.0017753550782799,True,2.7522814797541444,2.724845004591397,8.0,3.0
L3,Q00959,132547,6.5376,-2,-5.58449,,-77.01292018997316,-46.74483142775214,-519571.52369680937,-479063.368479566,-40504.81562094433,-519569.6459079722,310,0.0019149057334288,True,2.96986529651584,2.7210371546410355,4.0,8.0
L3,Q00959,132866,6.2676,-2,-6.9604,,-83.24819726552228,-40.16577946241516,-507106.95187472703,-479063.368479566,-28039.97341165692,-507105.3149252383,371,0.0019512174185365,True,2.485301394042021,2.7371837902242286,3.0,1.0
L3,Q00959,139001,7.6021,-2,-5.92083,,-71.22217719127704,-30.05408943798917,-536531.486745142,-479063.368479566,-57465.02977966003,-536528.7202964309,713,0.0019862444605678,True,2.79876947503006,2.4932518108241597,7.0,7.0
L3,Q00961,7921,6.0269,0,-6.19951,,-32.75980881683953,-22.38455242416357,-462057.2081963545,-345764.8690074061,-116290.91858918386,-462055.9504930643,485,0.0014236068818718,True,2.9428074355382243,2.978220085936031,9.0,3.0
L3,Q00961,43719,6.2007,0,-6.327,,-34.11236235871806,-24.873695914925765,-460618.0061052214,-345764.8690074061,-114851.65784577804,-460616.8803412991,516,0.0016463623614981,True,2.9335522614213927,2.999251823438255,8.0,2.0
L3,Q00961,53381,6.6778,0,-5.29949,,-58.697023036856,-13.31499058626642,-356618.77118658234,-345764.8690074061,-10851.356835350569,-356616.87797233823,175,0.001763884560205,True,2.7421161878040308,2.6678434741093238,5.0,10.0
L3,Q00961,69000,6.6383,0,-5.51358,,-73.81312431441965,-32.55786080535779,-383157.9491736998,-345764.8690074061,-37389.87932627648,-383156.06624643074,529,0.0013961072545498,True,2.8936134077989544,2.4657895195331894,2.0,8.0
L3,Q00961,88925,7.4685,0,-5.59489,,-73.82243247559377,-29.217519831070785,-453213.2480980379,-345764.8690074061,-107445.17784697452,-453211.13809072087,539,0.0019286652095615,True,2.8878429444928044,2.4736211527874525,1.0,7.0
L3,Q00961,89763,7.0555,0,-6.38453,,-42.56581956631435,-26.832272970423656,-395212.3740454209,-345764.8690074061,-49445.65920937792,-395210.6984559753,421,0.001905160723254,True,2.9332404883904264,2.926511133741349,7.0,1.0
L3,Q00961,93521,6.0605,0,-6.07706,,-48.96653222999144,-39.822703235448685,-459549.1931920824,-345764.8690074061,-113782.20079486824,-459548.0543465977,507,0.00167766737286,True,3.1035130686761425,3.198345164832441,6.0,4.0
L3,Q00961,103070,7.0555,0,-5.62835,,-30.76859284194646,-11.679679509594786,-389625.38807704696,-345764.8690074061,-43859.18481717347,-389623.9160059689,396,0.0019150284351781,True,2.795347043828356,2.7736482950228663,10.0,6.0
L3,Q00961,108874,7.6021,0,-5.32367,,-66.98994080315568,-15.958780737120428,-451582.5226276662,-345764.8690074061,-105814.74866148391,-451580.0653956193,634,0.0015871206996962,True,3.056383826624724,2.5181137163826675,4.0,9.0
L3,Q00961,135025,6.0315,0,-5.63047,,-71.91558618674173,-25.35991765103856,-385857.27293262194,-345764.8690074061,-40089.28537023981,-385855.1034504328,845,0.0019723668228834,True,2.905696990008992,2.466381201593852,3.0,5.0
L3,Q15878,4124,6.1101,2,-6.61787,,-40.62204719273433,-23.555551644414376,-615200.991088516,-569602.40132033,-45596.828229497,-615199.3053063109,512,0.001827044179663,True,2.882443159580935,2.8697700873873693,5.0,10.0
L3,Q15878,12360,6.7799,2,-7.77259,,-32.68998963334218,-19.49788926439197,-610061.497126102,-569602.40132033,-40457.678233653874,-610060.2316603675,252,0.0009460972505621,True,2.889963619663846,2.901481915485953,9.0,4.0
L3,Q15878,19284,6.6904,2,-7.73375,,-38.70869618975365,-16.93777330496442,-624946.7946932525,-569602.40132033,-55342.71480498592,-624945.2314665739,540,0.0017213580431416,True,2.741706604705604,2.6679850874696616,7.0,5.0
L3,Q15878,45224,6.6108,2,-8.34757,,-55.30773190217275,-21.055245549906992,-617725.7019556662,-569602.40132033,-48120.90226508462,-617723.7645694105,506,0.0017101134872063,True,2.8012629489445664,2.63269681324408,1.0,1.0
L3,Q15878,57801,6.5406,2,-7.8386,,-50.36275956387137,-29.917898781698693,-618798.0663878213,-569602.40132033,-49193.48113153572,-618796.2072110582,359,0.0018337946385145,True,2.6965448667223053,2.751403594075727,2.0,2.0
L3,Q15878,67332,6.8013,2,-7.33791,,-37.698873129512656,-30.76774359456422,-619826.3307285653,-569602.40132033,-50222.29463037117,-619825.2477893336,477,0.0012076704297214,True,3.063905734711678,2.916541884529643,8.0,8.0
L3,Q15878,76146,6.3298,2,-7.81575,,-39.36077352881272,-21.634655958813795,-617725.0851988393,-569602.40132033,-48120.97703382299,-617723.3465089805,688,0.0014011923922225,True,2.701921564727586,3.0060049993298987,6.0,3.0
L3,Q15878,84015,6.719,2,-7.65931,,-44.13805738682958,-32.05770565078739,-607552.3230954411,-569602.40132033,-37948.00776778956,-607551.2046271793,396,0.0012721745297312,True,2.856584118991747,3.000142553655106,4.0,7.0
L3,Q15878,107192,7.5901,2,-6.79453,,-46.43811353239893,-37.420907502685,-617292.705031276,-569602.40132033,-47688.28996374999,-617291.6652569602,303,0.0018266857368871,True,2.896271306522148,3.1413120985226524,3.0,9.0
L3,Q15878,123336,7.2299,2,-7.72921,,-28.11292843613214,-16.868426453036502,-619981.882110249,-569602.40132033,-50378.26169795979,-619980.4375675815,493,0.0019904552027583,True,2.8822183962780787,2.891288404036365,10.0,6.0
L3,Q62645,2221,7.0915,-1,-5.838,,-148.01415608680813,-13.400460664583754,-426633.569689177,-389801.3581206443,-36825.79306723893,-426630.4837608726,422,0.0019446990918368,True,2.773662689675364,2.568814884166178,2.0,8.0
L3,Q62645,24323,6.8861,-1,-4.82132,,-49.16877615112576,-30.844675882824838,-397539.5721599033,-389801.3581206443,-7736.081879324549,-397538.9934434864,358,0.0016505699604749,True,2.893837432782928,2.963166445553322,8.0,10.0
L3,Q62645,38593,6.0,-1,-5.90623,,-38.798869886050056,-24.25602917544024,-456909.6662096477,-389801.3581206443,-67106.62561076523,-456908.3758311905,448,0.0019898621831089,True,3.1575948004784173,3.307320041025964,10.0,6.0
L3,Q62645,43699,7.7959,-1,-5.80545,,-53.71916014105383,-25.281280014352703,-564604.4067161467,-389801.3581206443,-174800.7191122423,-564603.1188440371,534,0.0016634513158351,True,2.7584582422787816,2.6968426560038794,7.0,9.0
L3,Q62645,53381,6.7696,-1,-6.17152,,-59.464735166689856,-15.114979077391766,-400655.08445175295,-389801.3581206443,-10851.147696134178,-400653.6604968506,139,0.0017972977366298,True,2.8053761844819123,2.942718236026874,5.0,5.0
L3,Q62645,68311,6.5186,-1,-6.52061,,-161.93103019886954,-38.970108375105895,-428674.33790614246,-389801.3581206443,-38865.95779142465,-428671.6996532704,323,0.001827024272643,True,2.8484124460447564,2.5564714190895708,1.0,3.0
L3,Q62645,69000,6.0088,-1,-6.66977,,-85.72759889604133,-36.19106766471965,-427194.6311762053,-389801.3581206443,-37389.55555502602,-427192.3591878664,333,0.0007978141657076,True,2.7435720436330744,2.8223876352058,4.0,1.0
L3,Q62645,103070,6.699,-1,-6.1782,,-95.3888867054536,-19.03958038613648,-433663.8405244031,-389801.3581206443,-43858.34595013219,-433660.6076159477,486,0.0017303189961239,True,2.798490956764288,2.7890337943076995,3.0,4.0
L3,Q62645,108874,6.9208,-1,-5.85714,,-47.86569489985016,-25.84835657906303,-495618.44711773,-389801.3581206443,-105815.01334410244,-495617.2771024723,409,0.0019431196851655,True,2.7850483132310933,2.585802987933276,9.0,7.0
L3,Q62645,134390,7.5086,-1,-6.5295,,-59.10608334209161,0.5191682610446985,-421483.8083092251,-389801.3581206443,-31679.887106221413,-421480.1455954826,702,0.0018649756675586,True,2.8467097530745487,2.7369439084238127,6.0,2.0
L3,Q92830,12327,7.6108,-2,-7.28242,,-72.81539544822988,-20.997506568487733,-422569.8544739687,-361535.72588130645,-61030.9710182636,-422565.5395033339,700,0.0017014612676575,True,2.8286172888480112,2.867673577725987,6.0,9.0
L3,Q92830,23850,9.6778,-2,-7.44383,,-67.62487622476925,-19.797565793353847,-424708.6082471252,-361535.72588130645,-63169.94987363677,-424705.0836863713,1000,0.0094331232830882,False,2.7891486093294278,2.964175304007461,7.0,7.0
L3,Q92830,30945,6.6556,-2,-8.03337,,-80.40285009910289,-51.89271298385723,-430615.9346939548,-361535.72588130645,-69076.72221507534,-430611.9864674759,778,0.0016719802515581,True,3.000038601654468,2.814018195798389,2.0,3.0
L3,Q92830,31993,7.8665,-2,-6.63045,,-63.70440979790541,-42.83585632715855,-431017.7091402122,-361535.72588130645,-69479.22077423862,-431013.849630764,921,0.0019852914847433,True,3.1019365355674844,2.952249340707083,8.0,10.0
L3,Q92830,45193,9.9586,-2,-7.55982,,-73.92433548284629,-52.82390063093322,-425777.885679485,-361535.72588130645,-64238.95413558871,-425774.2570741028,1000,0.0022281263954937,False,3.049382974882501,3.070242351430352,5.0,6.0
L3,Q92830,53417,9.8539,-2,-7.43775,,-76.21852723930034,-41.0350760249364,-430582.2641998653,-361535.72588130645,-69043.23317039847,-430578.1509350691,497,0.0018754322081804,True,2.796488291843088,2.9059992629062297,4.0,8.0
L3,Q92830,71683,10.3979,-2,-7.95104,,-59.94826571893771,-38.87646643845732,-430581.71276325214,-361535.72588130645,-69043.38727910194,-430577.7103004317,364,0.0019830013625323,True,2.880089570115288,3.1050484579326385,9.0,4.0
L3,Q92830,78328,9.9586,-2,-8.29394,,-77.48289466353346,-50.62646243796289,-424708.64681604935,-361535.72588130645,-63169.56095842175,-424704.9888103788,1000,0.0129813840612769,False,3.015160822640484,2.9089885575966155,3.0,2.0
L3,Q92830,125008,10.0969,-2,-8.55964,,-89.99677194554786,-58.36390666355892,-419076.95056402206,-361535.72588130645,-57537.32205331553,-419071.5185921511,670,0.0019877913873642,True,2.884804304532834,2.6275296208511625,1.0,1.0
L3,Q92830,127198,8.0521,-2,-7.94658,,-58.21602837021411,-35.86445810528679,-410323.4898901126,-361535.72588130645,-48785.23952288336,-410320.751090925,566,0.0019801885355263,True,2.962083079187251,2.996008665391635,10.0,5.0
L3,Q96LB1,11497,7.0458,-4,-7.54687,,-58.07411963389028,-24.84310823546969,-589897.152411219,-534694.6330729838,-55200.00100605759,-589893.510541448,773,0.001919483882375,True,3.0980639980624503,2.8271612217409023,1.0,4.0
L3,Q96LB1,38418,10.0,-4,-7.87148,,-51.61586692495009,-30.98937291149512,-601885.7578127974,-534694.6330729838,-67188.88646397975,-601883.6343982014,555,0.001428349642083,True,3.133475185459501,3.0001113337644294,2.0,1.0
L3,Q96LB1,39087,6.6517,-4,-7.39896,,-47.68375398123471,-34.03835938867474,-589894.7415578315,-534694.6330729838,-55198.04072156942,-589893.0009338753,536,0.0019811303354799,True,2.883701698297597,3.049105818268957,3.0,6.0
L3,Q96LB1,43063,7.7696,-4,-6.21606,,-34.81280699062862,-17.957159883286877,-578429.4524465378,-534694.6330729838,-43733.30974736268,-578427.6835214793,831,0.0018634302541613,True,2.9629501520656527,2.981182037077646,7.0,8.0
L3,Q96LB1,78428,7.4949,-4,-5.47115,,-29.49403516641832,-24.576060030789183,-575462.6771774775,-534694.6330729838,-40766.76512207822,-575462.0313166664,274,0.0019941299688071,True,3.3444219017237264,3.236343813627504,9.0,10.0
L3,Q96LB1,82343,6.6536,-4,-7.7394,,-44.540778624997166,-29.590929125478908,-587195.1059534223,-534694.6330729838,-52498.54140947113,-587193.2499652237,615,0.0018551342654973,True,3.106389166234782,2.887854776151637,5.0,3.0
L3,Q96LB1,115856,6.4802,-4,-6.31492,,-31.916784702531075,-24.344474955086437,-577856.6700542219,-534694.6330729838,-43160.65293845915,-577855.176241693,423,0.0019060723716393,True,3.012884453546688,2.963115736806838,8.0,7.0
L3,Q96LB1,128174,7.5229,-4,-7.75306,,-47.16431390827193,-28.039683420758365,-598825.7315864213,-534694.6330729838,-64129.053275212624,-598822.6442277594,326,0.0019699020776897,True,2.973581252890161,2.7026645301987675,4.0,2.0
L3,Q96LB1,129454,7.5376,-4,-7.48202,,-43.8850640981019,-31.20242284433442,-585679.9439151351,-534694.6330729838,-50983.40780565708,-585677.7486454488,630,0.0019843908958137,True,2.950731427140174,2.7888954413134783,6.0,5.0
L3,Q96LB1,145185,6.289,-4,-5.74099,,-28.987396326031888,-23.341337341689144,-575026.1478182237,-534694.6330729838,-40330.25773276389,-575025.4495687534,220,0.0018416835227981,True,3.3039986241137105,3.241687898150411,10.0,9.0
L4,P09871,18813,7.0,-3,-9.10584,,-116.5832067044449,-68.77338198334388,-507301.1142653644,-440504.6348240932,-66791.42391494279,-507298.37492882623,477,0.0011525203008204,True,2.7019660514372768,2.6879760098500687,4.0,8.0
L4,P09871,27252,7.0,-3,-9.60902,,-105.184032537035,-57.364191975957375,-507154.7764462174,-440504.6348240932,-66645.58041077267,-507152.0506093804,465,0.0019502302166074,True,2.806010819828328,2.6159115595091977,8.0,5.0
L4,P09871,31406,7.0,-3,-10.24486,,-96.31942830596016,-64.02291014589345,-508719.5549913757,-440504.6348240932,-68210.74336155294,-508717.5527470905,471,0.0019311240175738,True,2.8405983025449943,2.700122579775276,10.0,2.0
L4,P09871,58779,7.0,-3,-9.71534,,-111.40756568640798,-59.1286092126917,-511394.7353898874,-440504.6348240932,-70885.26947650246,-511391.70353385794,508,0.0019380075391381,True,2.8156937929047663,2.671575954363864,6.0,3.0
L4,P09871,70932,6.0,-3,-8.33083,,-116.46947405279384,-87.40042806932429,-508515.0675624465,-440504.6348240932,-68005.38214393951,-508512.4857399509,448,0.001973140053451,True,2.9401604906575614,2.9316335286838178,5.0,9.0
L4,P09871,76886,7.0,-3,-10.44199,,-127.13967009210572,-58.524876381771264,-501329.06053418433,-440504.6348240932,-60818.91241218399,-501325.727802575,744,0.0016633218619972,True,2.813737256173607,2.596617281180228,3.0,1.0
L4,P09871,77799,7.0,-3,-9.44623,,-103.25563807482214,-55.50973115010537,-501154.5340341723,-440504.6348240932,-60645.42162182608,-501151.7506512656,389,0.001882534706965,True,2.761301263692222,2.638446330127206,9.0,7.0
L4,P09871,81308,7.0,-3,-9.69871,,-133.06462273682126,-78.77437167320993,-506468.6276279018,-440504.6348240932,-65958.22257563734,-506466.10251843865,836,0.0017078826203942,True,2.8335792964104107,2.617650814765184,2.0,4.0
L4,P09871,102062,7.0,-3,-9.52523,,-108.28720599052608,-65.3957358865067,-512702.8790911581,-440504.6348240932,-72193.54848937622,-512699.8885647781,377,0.001992501784116,True,2.817192691981924,2.6419641292765936,7.0,6.0
L4,P09871,116768,7.0,-3,-7.90904,,-196.15306387187903,-110.94440042231878,-520410.9613158332,-440504.6348240932,-79897.82048983092,-520403.6721356563,795,0.0018586008809506,True,2.8008133784750764,2.569941710385324,1.0,10.0
L4,P42226,11604,6.6021,0,-6.51133,,-131.4971319890422,-31.77828733043277,-539190.4748466468,-457441.1431928959,-81743.62939841184,-539186.3750159557,966,0.0019424379570409,True,2.887570679979987,2.488398143634408,2.0,9.0
L4,P42226,24276,6.7959,0,-8.57822,,-113.94119784728385,-70.98490237049879,-541865.2308546887,-457441.1431928959,-84419.14670381193,-541861.5346832873,431,0.0017485748976469,True,2.743529607755092,2.6005471237237843,4.0,1.0
L4,P42226,26786,7.0809,0,-8.29678,,-88.75728539958561,-57.77886921598568,-538689.6827541427,-457441.1431928959,-81244.69068107053,-538686.2755131968,501,0.0016940445639193,True,2.7947720349215093,2.608412221824575,8.0,4.0
L4,P42226,41686,6.2596,0,-7.79062,,-121.17546668100044,-75.17122087852763,-532139.7761915234,-457441.1431928959,-74693.37833305885,-532134.6439442228,502,0.0019283525180071,True,2.8608400494053408,2.7610355687799624,3.0,7.0
L4,P42226,89566,7.0,0,-8.34156,,-79.82475919932031,-45.587536594921104,-536283.9046800962,-457441.1431928959,-78839.29995802134,-536279.7159416935,978,0.0015261335065588,True,2.765077093114076,2.894156484785824,9.0,2.0
L4,P42226,94248,6.2441,0,-7.58723,,-92.94734990870909,-52.88235381372892,-534511.0243934586,-457441.1431928959,-77065.85062199231,-534507.8421370263,566,0.0018670150311663,True,2.7964666823796547,2.544229380931819,7.0,8.0
L4,P42226,115838,7.3768,0,-8.31022,,-113.88847913216554,-77.58040411387273,-537680.958897172,-457441.1431928959,-80234.87703239512,-537678.0962554694,432,0.0015627021202817,True,2.7023876466117285,2.644892732840555,5.0,3.0
L4,P42226,120290,6.3768,0,-8.08148,,-63.05147887130308,-17.830135146427047,-539908.9163632244,-457441.1431928959,-82465.03899942615,-539905.205246282,395,0.0016750824870541,True,2.811648177084516,2.698819988894285,10.0,5.0
L4,P42226,125214,8.0,0,-7.86575,,-94.63372355057682,-42.53067460770147,-536557.4122643116,-457441.1431928959,-79112.16536476287,-536553.9881970275,325,0.0017458298243582,True,2.711245771169409,2.536019431004425,6.0,6.0
L4,P42226,143645,6.9586,0,-6.22687,,-183.97316577897928,-40.55770015782967,-535580.8604345204,-457441.1431928959,-78131.73941008601,-535576.3914325809,569,0.0019561999943107,True,2.718031581455588,2.6505837707713717,1.0,10.0
L4,P50052,13708,6.9914,2,-13.32382,,-109.41714415662486,-83.70494120984742,-1050812.3127127143,-987136.91601093,-63670.65192533929,-1050809.8924216668,270,0.0019707093015313,True,2.899838190231902,2.748427614173917,2.0,1.0
L4,P50052,15042,6.7986,2,-9.11826,,-98.87632442496692,-58.11107112685755,-1046665.857593895,-987136.91601093,-59524.65389972567,-1046663.1470105288,313,0.0019875238649547,True,3.0424458529165643,2.675300466837089,3.0,9.0
L4,P50052,16998,8.5186,2,-10.42198,,-78.79117166039632,-33.357261419975075,-1038522.1900612474,-987136.91601093,-51381.85734173626,-1038519.31319967,439,0.0016726943431422,True,3.015462851376894,2.7451187320462465,6.0,4.0
L4,P50052,38303,6.1871,2,-9.52102,,-81.28673062377749,-40.08127658584715,-1023538.3531704632,-987136.91601093,-36397.912233273135,-1023535.817858663,465,0.0019344370812177,True,2.9201754509694924,2.813183737468384,5.0,6.0
L4,P50052,46537,6.7959,2,-10.5202,,-60.25888835668734,-23.86118476746525,-1029130.454234278,-987136.91601093,-41990.92515063178,-1029128.1344693674,563,0.0016536368057131,True,2.7681144065830807,2.879506418170038,10.0,3.0
L4,P50052,60167,7.7799,2,-9.39491,,-82.82040844254406,-33.56881264656691,-1033062.6785816642,-987136.91601093,-45922.1711379092,-1033059.6424968732,503,0.00175162544474,True,2.7998234832852016,2.592592121612663,4.0,7.0
L4,P50052,70458,6.4214,2,-9.31894,,-77.31760571528059,-44.23820084058246,-1037673.2906399444,-987136.91601093,-50533.02182030044,-1037671.1756513224,358,0.0016858670860528,True,2.922054530434166,2.9153815084910923,7.0,8.0
L4,P50052,99833,8.4815,2,-10.8362,,-114.79202026921624,-93.71254957297744,-1063387.870949094,-987136.91601093,-76245.9770850309,-1063385.8781115932,452,0.001889623934403,True,3.0693319608840497,2.864379280452602,1.0,2.0
L4,P50052,110461,7.4498,2,-8.82582,,-76.32357442249844,-41.5503300926982,-1029566.8371354684,-987136.91601093,-42426.611421100926,-1029564.4282745866,375,0.001981065608561,True,2.9053344588034697,2.8524033883026574,8.0,10.0
L4,P50052,128818,8.8729,2,-9.74403,,-68.48442089418968,-47.22142884477004,-1038331.1950085656,-987136.91601093,-51191.30923206911,-1038329.1872724218,371,0.0016799801960587,True,3.0968413796531418,2.8781130754118647,9.0,5.0
L4,Q6SZW1,5536,10.0,-3,-5.55439,,-31.218727293756128,-12.407177786489465,-394062.7885044917,-364565.7180977131,-29495.716634633936,-394061.47328856017,345,0.0019905096851289,True,3.0511951048408434,2.951453704629232,6.0,8.0
L4,Q6SZW1,12531,6.0,-3,-5.88213,,-29.20240422284853,-19.920371093926907,-392217.3915505128,-364565.7180977131,-27650.407116698843,-392214.6282481137,573,0.0018251279834657,True,3.018514545762345,3.1599559052795585,9.0,5.0
L4,Q6SZW1,20829,10.0,-3,-4.73201,,-20.1905235340646,-15.402832790699378,-393224.0783634968,-364565.7180977131,-28657.484721816505,-393223.5141546099,335,0.0018875326495617,True,3.3537319554482297,3.081695816350208,10.0,10.0
L4,Q6SZW1,22712,6.4547,-3,-6.97251,,-42.39352853929712,-25.265918782747743,-407543.4389768223,-364565.7180977131,-42975.88252171847,-407541.5810580968,541,0.0019916766323149,True,2.964409724671038,3.022664151560261,3.0,1.0
L4,Q6SZW1,37606,6.308,-3,-6.79244,,-46.48098849751802,-20.17356588755454,-408196.72653515794,-364565.7180977131,-43628.9928310144,-408194.7513400069,390,0.0018277806229889,True,2.9617158990228987,2.914907978203705,1.0,2.0
L4,Q6SZW1,80793,6.3696,-3,-5.94457,,-44.02996660475592,-32.09185077166851,-406566.67145501607,-364565.7180977131,-41999.04403724138,-406565.3112002945,340,0.0019827939104288,True,3.4650799492803745,3.441957391466559,2.0,4.0
L4,Q6SZW1,94916,6.0,-3,-6.21242,,-31.25624957335348,21.277714198478197,-411752.5604450725,-364565.7180977131,-47185.48694809475,-411747.6457272905,846,0.0019559620413929,True,2.9870333620245666,3.1089212663491232,5.0,3.0
L4,Q6SZW1,121886,7.2967,-3,-5.20958,,-39.287485583898906,-19.51338069092855,-387322.5284140699,-364565.7180977131,-22755.10664973657,-387321.3299386013,760,0.0019889001268893,True,3.1334534075092244,2.8364364820893626,4.0,9.0
L4,Q6SZW1,129162,6.6819,-3,-5.60635,,-30.554700959813,-13.519342280131156,-384193.5178163457,-364565.7180977131,-19626.474741395155,-384192.42466608144,175,0.001891121151857,True,2.735929176436158,3.001751170514858,8.0,7.0
L4,Q6SZW1,129698,6.0,-3,-5.83494,,-30.63941787199216,-15.910812709721446,-404696.3198381104,-364565.7180977131,-40129.27308948677,-404694.1723306924,849,0.0019432912813499,True,2.820611084578168,3.3688963593986827,7.0,6.0
L4,Q99705,17978,9.3565,-2,-10.44016,,-66.20243301837952,-48.679353099514266,-753562.8403803358,-710718.0053233003,-42841.96424782909,-753558.9114810938,410,0.0019739924464374,True,3.2209597411832496,2.881519519334885,3.0,1.0
L4,Q99705,30174,8.3872,-2,-8.55206,,-55.03363858910255,-44.81382188285863,-745615.873155524,-710718.0053233003,-34895.481347783185,-745612.1988505549,459,0.0019037515157833,True,2.755185788962597,2.763913198868424,10.0,10.0
L4,Q99705,54330,9.1938,-2,-9.03148,,-65.58706668756713,-8.094673496474103,-752019.0538832739,-710718.0053233003,-41298.204435576845,-752013.5658756219,1000,0.036147903650999,False,2.8700634321349985,2.900759212276367,4.0,6.0
