model,dataset,geometry,reference,n,mae,rmse,bias,max_abs_error,pearson,spearman
current_wb97m,KIN66,released_xyz,int_wb97m_dzvpd,20,67.11760185481953,67.2468657614775,67.11760185481953,76.87595563628182,0.9473853173075643,0.9172932330827066
current_wb97m,KIN66,released_xyz,int_wb97m_dzvpd_estimated,50,74.81051542458589,75.33107754020632,74.81051542458589,92.45645215821212,0.6147565999468592,0.5090516206482593
current_wb97m,KIN66,released_xyz,AIMNet2_2025_interaction,66,59.58365683725779,60.25373124945699,59.58365683725779,80.55806726149632,0.8371967552246381,0.7397348919736981
current_wb97m,PLA15,matched_complex_coordinates,int_b973c,15,29.428540698496786,31.036674528902775,29.428540698496786,46.63080778381291,0.9911181326867036,0.9571428571428571
current_wb97m,PLA15,matched_complex_coordinates,int_wb97m,15,44.13972624449678,45.73610887002399,44.13972624449678,79.36792588381292,0.9852616206181349,0.9714285714285713
current_wb97m,PLA15,matched_complex_coordinates,int_wb97m_dzvpd,15,47.54918187649678,49.725223999855544,47.54918187649678,85.4363997838129,0.9781695030804922,0.95
current_wb97m,PLA15,matched_complex_coordinates,AIMNet2_2025_interaction,15,26.510476010496784,29.127011358667723,26.510476010496784,54.812900283812894,0.9867722622034538,0.9678571428571429
current_wb97m,PLA15,matched_complex_coordinates,PLA15_reference_interaction,15,35.84400063516345,37.902426579647816,35.84400063516345,68.8347952838129,0.9851125343254815,0.9642857142857141
current_wb97m,PLA15,released_xyz,int_b973c,15,29.428540698496786,31.036674528902775,29.428540698496786,46.63080778381291,0.9911181326867036,0.9571428571428571
current_wb97m,PLA15,released_xyz,int_wb97m,15,44.13972624449678,45.73610887002399,44.13972624449678,79.36792588381292,0.9852616206181349,0.9714285714285713
current_wb97m,PLA15,released_xyz,int_wb97m_dzvpd,15,47.54918187649678,49.725223999855544,47.54918187649678,85.4363997838129,0.9781695030804922,0.95
current_wb97m,PLA15,released_xyz,AIMNet2_2025_interaction,15,26.510476010496784,29.127011358667723,26.510476010496784,54.812900283812894,0.9867722622034538,0.9678571428571429
current_wb97m,PLA15,released_xyz,PLA15_reference_interaction,15,35.84400063516345,37.902426579647816,35.84400063516345,68.8347952838129,0.9851125343254815,0.9642857142857141
