mol_id,source_index,label,paff,formal_charge,smina_affinity_kcal_mol,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_eV,aimnet_interaction_kcal_mol,aimnet_score,aimnet_rank,smina_rank
92627,191,0,,0,-8.58586,-247055.9174840292,-194591.70551983043,-52462.93881293802,-1.2731512607133482,-29.359565543293048,29.359565543293048,169.0,58.0
118456,188,0,,0,-8.0943,-228641.11506768575,-194591.70550220693,-34048.14886742018,-1.2606980586715508,-29.072387881963817,29.072387881963817,170.0,124.0
144031,132,0,,0,-6.07664,-224414.42199753865,-194591.70550220693,-29821.50009195034,-1.2164033813860442,-28.05092835777956,28.05092835777956,171.0,243.0
31185,228,0,,0,-7.04673,-239263.95998185204,-194591.70550220693,-44671.04216801797,-1.2123116271395702,-27.956570263267608,27.956570263267608,172.0,214.0
130882,108,0,,0,-7.66374,-242861.41269047663,-194591.70550220693,-48268.49667892116,-1.210509348573396,-27.915008732188248,27.915008732188248,173.0,171.0
77086,239,0,,0,-7.89307,-236124.29958204765,-194591.70551983043,-41531.38432142092,-1.2097407963010482,-27.89728549575144,27.89728549575144,174.0,145.0
142997,150,0,,0,-6.76914,-220668.837773221,-194591.70551983043,-26075.923129586008,-1.2091238045541104,-27.883057328060083,27.883057328060083,175.0,228.0
2684,240,0,,0,-3.12977,-213572.28525238385,-194591.70550220693,-18979.374270014723,-1.2054801622034574,-27.799032939355182,27.799032939355182,176.0,250.0
5671,118,0,,0,-8.22834,-243864.29978937304,-194591.70551983043,-49271.39686024318,-1.197409299427818,-27.612914422283183,27.612914422283183,177.0,104.0
141816,190,0,,0,-8.00844,-256982.53221611027,-194591.70551983043,-62389.63097803702,-1.1957182428159283,-27.573917730400424,27.573917730400424,178.0,137.0
80164,74,0,,0,-8.38249,-237882.4633694014,-194591.70551983043,-43289.57133237182,-1.1865171991521493,-27.361736622900228,27.361736622900228,179.0,85.0
118755,126,0,,0,-9.45391,-255430.51856783687,-194591.70551983043,-60837.62784173747,-1.1852062689722516,-27.33150585478409,27.33150585478409,180.0,7.0
145581,129,0,,0,-7.27428,-247656.41748440533,-194591.70549166933,-53063.5353391479,-1.1766535881033633,-27.13427634852708,27.13427634852708,181.0,204.0
50284,93,0,,0,-9.76281,-245635.97572249023,-194591.70549166933,-51043.09450520879,-1.1757256121127284,-27.112876713809374,27.112876713809374,182.0,2.0
59447,101,0,,0,-8.43923,-302311.4684985781,-194591.70549166933,-107718.59279817592,-1.1702087328740165,-26.985654456249307,26.985654456249307,183.0,78.0
80795,35,1,8.0,0,-8.52265,-230539.026332514,-194591.70551983043,-35946.15996406485,-1.1608486187033122,-26.76980509571573,26.76980509571573,184.0,67.0
113218,81,0,,0,-6.30782,-252277.06745767823,-194591.70549166933,-57684.213182233405,-1.148783775526681,-26.49158320257211,26.49158320257211,185.0,240.0
27503,168,0,,0,-8.15372,-228997.1601797893,-194591.70550220693,-34404.31020857894,-1.144469003425911,-26.39208219416408,26.39208219416408,186.0,115.0
123481,113,0,,0,-6.5334,-227067.70968402005,-194591.70549166933,-32474.863188675008,-1.141003675715183,-26.31216983874207,26.31216983874207,187.0,235.0
6617,76,0,,0,-8.26,-225017.02624299936,-194591.70550220693,-30424.1840576603,-1.1366831321356583,-26.212535736872173,26.212535736872173,188.0,101.0
25560,21,1,8.0,0,-8.49918,-234652.69704741024,-194591.70549166933,-40059.88720000775,-1.1043557331649936,-25.46704820666965,25.46704820666965,189.0,70.0
70948,195,0,,0,-8.26609,-347459.75994389254,-194591.70551983043,-152866.96072047972,-1.093703582388116,-25.221403774180494,25.221403774180494,190.0,98.0
11426,212,0,,0,-8.35215,-243616.55399711968,-194591.70550220693,-49023.76709187492,-1.0814030378096504,-24.93774647758613,24.93774647758613,191.0,90.0
56045,185,0,,0,-6.46773,-225863.9969463417,-194591.70549166933,-31271.21840212257,-1.073052549840213,-24.745179650357912,24.745179650357912,192.0,236.0
19980,66,0,,0,-8.32525,-275499.60501620494,-194591.70551983043,-80906.82797797516,-1.0715183993452229,-24.709801299488824,24.709801299488824,193.0,91.0
9195,145,0,,0,-8.0129,-249166.71278226556,-194591.70549166933,-54573.94369273376,-1.0635978624413838,-24.527149379373657,24.527149379373657,194.0,136.0
100237,95,0,,0,-8.70611,-247709.76798709852,-194591.70551983043,-53117.02188324428,-1.0405840238381645,-23.99643765349797,23.99643765349797,195.0,49.0
107741,82,0,,0,-6.56002,-251138.87035056023,-194591.70551983043,-56546.12688570722,-1.0379450226100744,-23.93558083945254,23.93558083945254,196.0,234.0
75118,77,0,,0,-8.50545,-232136.150041036,-194591.70549166933,-37543.40703398022,-1.037515386407904,-23.92567319326262,23.92567319326262,197.0,68.0
129984,242,0,,0,-7.33694,-238431.78686210365,-194591.70551983043,-43839.05556786933,-1.0257744038899546,-23.65491970432899,23.65491970432899,198.0,196.0
6871,128,0,,0,-9.16117,-288325.7800586487,-194591.70550220693,-93733.0507357681,-1.023820673697628,-23.60986561578072,23.60986561578072,199.0,13.0
134853,141,0,,0,-7.93322,-274277.63321978715,-194591.70549166933,-79684.91048341418,-1.0172447036457015,-23.45822014386555,23.45822014386555,200.0,141.0
24700,61,0,,0,-7.67327,-229678.40340051948,-194591.70549166933,-35085.68748199318,-1.010426856970298,-23.300996864505585,23.300996864505585,201.0,169.0
141261,171,0,,0,-6.64788,-252065.8041258698,-194591.70551983043,-57473.12008549336,-0.9785205459993448,-22.565219854261315,22.565219854261315,202.0,232.0
77944,207,0,,0,-8.04695,-248203.27645816412,-194591.70551983043,-53610.6025162773,-0.9684220564231508,-22.332343152372484,22.332343152372484,203.0,127.0
77861,144,0,,0,-8.6561,-231731.0048197698,-194591.70550220693,-37138.3414545189,-0.9578630439646076,-22.088846540528145,22.088846540528145,204.0,52.0
124026,115,0,,0,-7.74724,-241878.2791180316,-194591.70551983043,-47285.63986457885,-0.9337336223034072,-21.53240885818486,21.53240885818486,205.0,157.0
117050,84,0,,0,-9.04865,-266120.3011727578,-194591.70550220693,-71527.66567724846,-0.9299933024303756,-21.446155032851,21.446155032851,206.0,19.0
19276,90,0,,0,-7.49162,-251633.8315370468,-194591.70551983043,-57041.218769010506,-0.9072482058836612,-20.921640646023445,20.921640646023445,207.0,183.0
52721,215,0,,0,-8.65083,-239187.8447318138,-194591.70551983043,-44595.232130639226,-0.907081344135804,-20.917792722705883,20.917792722705883,208.0,53.0
47922,87,0,,0,-8.82284,-247521.51357646965,-194591.70551983043,-52928.902090914766,-0.9059657244506524,-20.892065921595663,20.892065921595663,209.0,36.0
104237,125,0,,0,-8.76455,-236467.58805709184,-194591.70549166933,-41874.97783906874,-0.9047263537649995,-20.8634853546193,20.8634853546193,210.0,45.0
114399,28,1,8.0,0,-8.16218,-232583.95172484143,-194591.70550220693,-37991.34245362469,-0.9037690098484744,-20.84140847944192,20.84140847944192,211.0,114.0
27083,97,0,,0,-7.86415,-311871.969202531,-194591.70549166933,-117279.36264021334,-0.901070648309542,-20.77918278410906,20.77918278410906,212.0,146.0
126062,12,1,8.0,0,-8.94165,-238675.8126622161,-194591.70550220693,-44083.21403967741,-0.8931203317988547,-20.595844129945803,20.595844129945803,213.0,27.0
24280,103,0,,0,-7.083,-277415.5848192674,-194591.70551983043,-82822.98758751707,-0.8917119198886212,-20.563365379724647,20.563365379724647,214.0,211.0
131800,163,0,,0,-7.33241,-243012.7985585033,-194591.70551983043,-48420.21736152913,-0.8756771437401767,-20.193594657400176,20.193594657400176,215.0,197.0
69932,241,0,,0,-7.61957,-243462.89893574535,-194591.70549166933,-48870.32099177071,-0.8724523053460871,-20.119228117367253,20.119228117367253,216.0,176.0
82534,51,1,8.0,0,-8.08159,-232111.0368152529,-194591.70551983043,-37518.46902395464,-0.8622714678713237,-19.88445242782472,19.88445242782472,217.0,125.0
14195,120,0,,0,-8.60051,-231808.3213458518,-194591.70550220693,-37215.77014946315,-0.8456941817130428,-19.50217112746982,19.50217112746982,218.0,56.0
24714,233,0,,0,-8.73421,-244466.8115043509,-194591.70549166933,-49874.268378591565,-0.8376340900213108,-19.31630099749346,19.31630099749346,219.0,46.0
12395,244,0,,0,-6.9537,-239363.01872757723,-194591.70550220693,-44770.482051074025,-0.8311742962832795,-19.16733461502165,19.16733461502165,220.0,222.0
35215,218,0,,0,-6.24379,-226461.42657961813,-194591.70551983043,-31868.899475825827,-0.8215839618715108,-18.946176249607436,18.946176249607436,221.0,241.0
68382,179,0,,0,-8.49623,-233524.683708665,-194591.70551983043,-38932.15732979248,-0.8208590420763358,-18.929459201997435,18.929459201997435,222.0,71.0
68639,220,0,,0,-7.49098,-231344.16475901267,-194591.70550220693,-36751.648186769286,-0.8110700364559307,-18.703719369673887,18.703719369673887,223.0,184.0
9163,99,0,,0,-7.83645,-223039.9996625611,-194591.70551983043,-28447.48741597646,-0.8067267542210175,-18.60356090195379,18.60356090195379,224.0,150.0
16581,124,0,,0,-7.73371,-228084.48856329476,-194591.70550220693,-33491.97763606049,-0.8054250273125945,-18.5735423663197,18.5735423663197,225.0,158.0
55476,96,0,,0,-7.76511,-232462.78528902147,-194591.70550220693,-37870.28219065821,-0.797596156335203,-18.393004312685814,18.393004312685814,226.0,155.0
102379,194,0,,0,-7.40032,-262780.6189109416,-194591.70551983043,-68188.12370989878,-0.7896812123799464,-18.210481369028955,18.210481369028955,227.0,192.0
30908,162,0,,0,-8.2073,-238375.02702609275,-194591.70551983043,-43782.53724455941,-0.7842617029164103,-18.08550451182659,18.08550451182659,228.0,106.0
101058,26,1,8.0,0,-8.79971,-243373.004962803,-194591.70551983043,-48780.52320915969,-0.7762338128886768,-17.90037696986309,17.90037696986309,229.0,39.0
10570,69,0,,0,-7.3174,-224442.53929065968,-194591.70549166933,-29850.05789013764,-0.775908852712746,-17.892883210182994,17.892883210182994,230.0,198.0
22575,62,0,,0,-8.79829,-237643.1393630111,-194591.70551983043,-43050.66425274486,-0.7695904358261032,-17.747177055354776,17.747177055354776,231.0,40.0
50838,98,0,,0,-4.53848,-312531.3125725432,-194591.70551983043,-117938.84116369564,-0.7658890170860104,-17.661820311457717,17.661820311457717,232.0,248.0
24516,24,1,8.0,0,-8.52439,-240845.46936288147,-194591.70550220693,-46253.00337654503,-0.760484129517863,-17.537180643173336,17.537180643173336,233.0,65.0
117103,135,0,,0,-5.89029,-238980.7927772619,-194591.70551983043,-44388.32832492128,-0.7589325101944269,-17.501399451550324,17.501399451550324,234.0,245.0
85332,140,0,,0,-7.68188,-233615.1236750224,-194591.70550220693,-39022.65962540235,-0.7585474131119554,-17.492518901860556,17.492518901860556,235.0,168.0
93063,18,1,8.0,0,-8.77667,-246984.132568905,-194591.70551983043,-52391.68483866732,-0.7422104072611546,-17.115778597029063,17.115778597029063,236.0,43.0
138088,199,0,,0,-6.1608,-254904.9259973876,-194591.70551983043,-60312.48605368268,-0.7344238744844915,-16.936216885498144,16.936216885498144,237.0,242.0
50375,88,0,,0,-7.18452,-232162.6439070696,-194591.70550220693,-37570.23122584525,-0.7071790174304624,-16.307935556265328,16.307935556265328,238.0,206.0
110589,17,1,8.0,0,-8.4887,-238220.1245954542,-194591.70549166933,-43627.72581550549,-0.6932882793771569,-15.987607526984474,15.987607526984474,239.0,72.0
86631,196,0,,0,-8.80392,-228071.17363147828,-194591.70550220693,-33478.78292188857,-0.6852073827831191,-15.80125762456338,15.80125762456338,240.0,38.0
93388,133,0,,0,-6.58922,-227947.45215528415,-194591.70549166933,-33355.06189008836,-0.6847735264891526,-15.79125266074475,15.79125266074475,241.0,233.0
35644,32,1,8.0,0,-9.19815,-240861.1071460544,-194591.70550220693,-46268.71894992526,-0.6826939222301007,-15.743295847260129,15.743295847260129,242.0,11.0
52399,221,0,,0,-7.30765,-253274.59055982475,-194591.70549166933,-58682.2061900497,-0.6788781057184679,-15.65530102808075,15.65530102808075,243.0,199.0
99245,143,0,,0,-6.33347,-233795.5236995078,-194591.70551983043,-39203.222107990994,-0.5960716863628477,-13.745739633848176,13.745739633848176,244.0,239.0
121875,198,0,,0,-8.02319,-230472.53085869976,-194591.70551983043,-35880.23328355806,-0.5920553112955531,-13.653119824503124,13.653119824503124,245.0,133.0
75565,23,1,8.0,0,-8.52544,-240292.43463969335,-194591.70551983043,-45700.27785998314,-0.4512598798100953,-10.406300042400083,10.406300042400083,246.0,64.0
111991,167,0,,0,-8.37669,-255158.2759849328,-194591.70551983043,-60566.16875370688,-0.4017113955051172,-9.263684850150463,9.263684850150463,247.0,86.0
86499,137,0,,0,-7.82436,-319478.8647567961,-194591.70549166933,-124886.87380404068,-0.2854610860813409,-6.58288902935921,6.58288902935921,248.0,152.0
64267,70,0,,0,-8.38475,-326247.4302896447,-194591.70551983043,-131655.46193620344,-0.2628336108173243,-6.061087053747208,6.061087053747208,249.0,84.0
26820,204,0,,0,-5.81545,-241696.7899086987,-194591.70550220693,-47104.9276427669,-0.1567637248735991,-3.61505737555363,3.61505737555363,250.0,246.0
